date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
11-2023,1.0,0.987682,0.975412,0.963192,0.951021,0.938899,0.926827,0.914806,0.902834,0.890913,0.879042,0.867223,0.855454,0.843737,0.832072,0.820459,0.808898,0.797389,0.785934,0.774531,0.763181,0.751886,0.740644,0.729456,0.718323,0.707245,0.696221,0.685254,0.674341,0.663485,0.652686,0.641943,0.631257,0.620629,0.610058,0.599546,0.589092,0.578697,0.568361,0.558085,0.547868,0.537713,0.527618,0.517584,0.507612,0.497703,0.487855,0.478071,0.468351,0.458694,0.449102,0.439574,0.430113,0.420717,0.411387,0.402125,0.39293,0.383804,0.374746,0.365758,0.356839,0.347991,0.339215,0.33051,0.321878,0.313319,0.304834,0.296423,0.288088,0.27983,0.271649,0.263545,0.25552,0.247575,0.23971,0.231927,0.224227,0.21661,0.209077,0.20163,0.19427,0.186998,0.179815,0.172722,0.165721,0.158814,0.152001,0.145284,0.138664,0.132144,0.125726,0.11941,0.113199,0.107095,0.1011,0.095216,0.089446,0.083793,0.078259,0.072847,0.06756,0.062403,0.057378,0.052489,0.047742,0.043142,0.038692,0.034401,0.030274,0.026319,0.022545,0.018964,0.015587,0.012429,0.009509,0.006851,0.00449,0.002475,0.000894,0.0
12-2023,1.0,0.987013,0.974086,0.96122,0.948414,0.93567,0.922987,0.910365,0.897805,0.885307,0.872871,0.860498,0.848187,0.835939,0.823755,0.811634,0.799577,0.787584,0.775656,0.763792,0.751993,0.740259,0.728591,0.716989,0.705453,0.693983,0.682581,0.671245,0.659977,0.648776,0.637644,0.62658,0.615585,0.604659,0.593803,0.583017,0.5723,0.561655,0.55108,0.540577,0.530146,0.519787,0.509501,0.499288,0.489148,0.479082,0.469091,0.459175,0.449334,0.439568,0.429879,0.420267,0.410732,0.401275,0.391896,0.382596,0.373376,0.364235,0.355176,0.346197,0.3373,0.328486,0.319754,0.311107,0.302543,0.294065,0.285672,0.277366,0.269148,0.261017,0.252975,0.245023,0.237161,0.22939,0.221712,0.214126,0.206635,0.199239,0.191939,0.184736,0.177631,0.170626,0.163721,0.156918,0.150217,0.143621,0.137131,0.130748,0.124473,0.118309,0.112256,0.106317,0.100493,0.094787,0.089199,0.083734,0.078391,0.073175,0.068088,0.063131,0.058309,0.053625,0.049081,0.044682,0.040431,0.036333,0.032392,0.028615,0.025007,0.021574,0.018326,0.015269,0.012416,0.009779,0.007373,0.005218,0.003342,0.001783,0.000609,0.0
01-2024,1.0,0.986694,0.973454,0.96028,0.947173,0.934133,0.921159,0.908253,0.895415,0.882644,0.869941,0.857307,0.84474,0.832243,0.819815,0.807456,0.795167,0.782948,0.770798,0.75872,0.746711,0.734774,0.722909,0.711115,0.699393,0.687743,0.676165,0.664661,0.65323,0.641872,0.630588,0.619379,0.608244,0.597184,0.586199,0.57529,0.564457,0.5537,0.54302,0.532417,0.521892,0.511445,0.501076,0.490786,0.480575,0.470444,0.460392,0.450422,0.440532,0.430724,0.420998,0.411354,0.401793,0.392316,0.382923,0.373614,0.36439,0.355252,0.3462,0.337234,0.328356,0.319566,0.310865,0.302253,0.29373,0.285298,0.276958,0.268709,0.260553,0.25249,0.244521,0.236648,0.22887,0.221189,0.213605,0.20612,0.198733,0.191447,0.184263,0.17718,0.170201,0.163326,0.156556,0.149893,0.143338,0.136892,0.130557,0.124333,0.118222,0.112226,0.106347,0.100585,0.094943,0.089422,0.084025,0.078753,0.073608,0.068593,0.063711,0.058963,0.054352,0.049882,0.045556,0.041376,0.037347,0.033473,0.029758,0.026208,0.022827,0.019622,0.0166,0.013769,0.011139,0.008722,0.00653,0.004582,0.002902,0.001525,0.000507,0.0
02-2024,1.0,0.987622,0.975294,0.963016,0.950788,0.938611,0.926484,0.914408,0.902384,0.890411,0.87849,0.86662,0.854803,0.843038,0.831326,0.819667,0.808061,0.796509,0.785011,0.773566,0.762176,0.75084,0.73956,0.728335,0.717165,0.706051,0.694993,0.683991,0.673047,0.662159,0.651329,0.640556,0.629842,0.619186,0.608589,0.598051,0.587573,0.577155,0.566796,0.556499,0.546263,0.536088,0.525975,0.515924,0.505936,0.496011,0.48615,0.476353,0.466621,0.456953,0.447351,0.437816,0.428346,0.418944,0.409609,0.400342,0.391144,0.382015,0.372956,0.363968,0.35505,0.346204,0.33743,0.32873,0.320103,0.31155,0.303072,0.29467,0.286345,0.278097,0.269927,0.261836,0.253825,0.245895,0.238046,0.23028,0.222597,0.214999,0.207487,0.200061,0.192723,0.185475,0.178316,0.171249,0.164275,0.157395,0.15061,0.143923,0.137334,0.130846,0.12446,0.118178,0.112002,0.105934,0.099976,0.09413,0.088399,0.082786,0.077292,0.071922,0.066678,0.061564,0.056583,0.05174,0.047039,0.042485,0.038083,0.03384,0.029761,0.025856,0.022132,0.018601,0.015273,0.012165,0.009295,0.006687,0.004373,0.002404,0.000864,0.0
03-2024,1.0,0.987108,0.974274,0.961499,0.948783,0.936127,0.92353,0.910993,0.898516,0.886099,0.873743,0.861448,0.849213,0.83704,0.824929,0.812879,0.800892,0.788967,0.777104,0.765305,0.753569,0.741896,0.730288,0.718743,0.707263,0.695848,0.684498,0.673213,0.661994,0.650841,0.639755,0.628735,0.617783,0.606898,0.59608,0.585331,0.574651,0.564039,0.553497,0.543025,0.532623,0.522291,0.51203,0.501841,0.491724,0.481679,0.471706,0.461807,0.451981,0.44223,0.432553,0.422951,0.413425,0.403975,0.394602,0.385305,0.376087,0.366947,0.357886,0.348904,0.340003,0.331182,0.322443,0.313786,0.305211,0.29672,0.288313,0.279991,0.271755,0.263604,0.255541,0.247566,0.23968,0.231884,0.224178,0.216564,0.209042,0.201614,0.19428,0.187042,0.1799,0.172856,0.165911,0.159066,0.152323,0.145683,0.139147,0.132716,0.126393,0.120178,0.114074,0.108082,0.102203,0.096441,0.090797,0.085273,0.079871,0.074594,0.069445,0.064425,0.059539,0.054789,0.05018,0.045713,0.041395,0.037228,0.033219,0.029372,0.025693,0.022191,0.018872,0.015746,0.012823,0.010117,0.007644,0.005423,0.003485,0.001868,0.000643,0.0
04-2024,1.0,0.987215,0.974486,0.961814,0.9492,0.936643,0.924144,0.911702,0.899319,0.886994,0.874728,0.862521,0.850373,0.838284,0.826255,0.814286,0.802378,0.79053,0.778742,0.767016,0.755351,0.743748,0.732207,0.720728,0.709311,0.697958,0.686668,0.675441,0.664278,0.653179,0.642145,0.631176,0.620272,0.609433,0.598661,0.587955,0.577315,0.566743,0.556238,0.5458,0.535432,0.525131,0.5149,0.504738,0.494647,0.484625,0.474675,0.464796,0.454988,0.445253,0.43559,0.426001,0.416485,0.407044,0.397677,0.388386,0.379171,0.370032,0.36097,0.351985,0.343079,0.334252,0.325505,0.316837,0.308251,0.299746,0.291323,0.282983,0.274727,0.266555,0.258469,0.250469,0.242556,0.234731,0.226995,0.219348,0.211792,0.204328,0.196956,0.189678,0.182495,0.175408,0.168418,0.161527,0.154735,0.148045,0.141457,0.134973,0.128594,0.122323,0.11616,0.110108,0.104168,0.098343,0.092634,0.087044,0.081574,0.076228,0.071008,0.065917,0.060958,0.056134,0.051449,0.046906,0.04251,0.038265,0.034176,0.03025,0.026491,0.022908,0.019508,0.016301,0.013298,0.010512,0.007961,0.005665,0.003653,0.001969,0.000684,0.0
05-2024,1.0,0.98677,0.973604,0.960504,0.947468,0.934498,0.921594,0.908755,0.895982,0.883276,0.870637,0.858064,0.845559,0.833121,0.82075,0.808448,0.796213,0.784048,0.77195,0.759923,0.747964,0.736075,0.724256,0.712507,0.700829,0.689222,0.677685,0.666221,0.654828,0.643507,0.632259,0.621084,0.609981,0.598953,0.587998,0.577118,0.566312,0.555581,0.544926,0.534346,0.523843,0.513416,0.503066,0.492794,0.4826,0.472483,0.462446,0.452488,0.442609,0.432811,0.423093,0.413456,0.403901,0.394428,0.385038,0.37573,0.366507,0.357368,0.348313,0.339344,0.330461,0.321665,0.312956,0.304335,0.295802,0.287359,0.279005,0.270743,0.262571,0.254492,0.246506,0.238613,0.230815,0.223112,0.215505,0.207996,0.200584,0.193272,0.18606,0.178948,0.171939,0.165033,0.158231,0.151534,0.144945,0.138463,0.132091,0.125829,0.119679,0.113644,0.107723,0.101919,0.096234,0.090669,0.085227,0.07991,0.074718,0.069656,0.064725,0.059928,0.055268,0.050748,0.04637,0.042139,0.038058,0.034132,0.030364,0.026761,0.023327,0.02007,0.016995,0.014112,0.011431,0.008962,0.006721,0.004726,0.003001,0.001583,0.00053,0.0
06-2024,1.0,0.98835,0.976737,0.965164,0.953629,0.942133,0.930676,0.919258,0.90788,0.896542,0.885244,0.873986,0.862768,0.851591,0.840455,0.829361,0.818307,0.807295,0.796325,0.785398,0.774512,0.76367,0.75287,0.742113,0.7314,0.72073,0.710105,0.699524,0.688987,0.678496,0.668049,0.657649,0.647294,0.636985,0.626722,0.616507,0.606339,0.596218,0.586145,0.57612,0.566144,0.556216,0.546338,0.53651,0.526732,0.517005,0.507328,0.497703,0.48813,0.478609,0.469141,0.459725,0.450364,0.441057,0.431804,0.422606,0.413465,0.404379,0.39535,0.386379,0.377465,0.36861,0.359814,0.351078,0.342403,0.333788,0.325235,0.316745,0.308318,0.299955,0.291657,0.283424,0.275258,0.267158,0.259128,0.251166,0.243274,0.235453,0.227704,0.220029,0.212427,0.204901,0.197452,0.19008,0.182788,0.175576,0.168446,0.1614,0.154438,0.147564,0.140778,0.134082,0.127479,0.12097,0.114557,0.108244,0.102032,0.095924,0.089923,0.084032,0.078255,0.072594,0.067055,0.061641,0.056357,0.051208,0.0462,0.04134,0.036635,0.032093,0.027725,0.023542,0.019557,0.015788,0.012257,0.008991,0.00603,0.003434,0.001311,0.0
07-2024,1.0,0.986948,0.973958,0.961029,0.948162,0.935357,0.922615,0.909935,0.897318,0.884765,0.872274,0.859848,0.847485,0.835186,0.822952,0.810783,0.798678,0.786639,0.774666,0.762758,0.750916,0.739141,0.727432,0.715791,0.704216,0.69271,0.681271,0.669901,0.658599,0.647366,0.636203,0.625109,0.614085,0.603132,0.592249,0.581437,0.570697,0.560028,0.549432,0.538908,0.528457,0.51808,0.507776,0.497547,0.487392,0.477313,0.467309,0.457381,0.44753,0.437755,0.428058,0.418439,0.408898,0.399437,0.390055,0.380752,0.371531,0.36239,0.353332,0.344355,0.335462,0.326652,0.317926,0.309285,0.30073,0.292261,0.283878,0.275584,0.267377,0.25926,0.251233,0.243296,0.235451,0.227698,0.220039,0.212474,0.205003,0.197629,0.190353,0.183174,0.176094,0.169115,0.162238,0.155463,0.148792,0.142227,0.135768,0.129417,0.123176,0.117046,0.111028,0.105126,0.099339,0.09367,0.088122,0.082696,0.077394,0.072219,0.067174,0.06226,0.057482,0.052842,0.048343,0.043989,0.039784,0.035732,0.031838,0.028108,0.024547,0.021162,0.017961,0.014952,0.012145,0.009554,0.007193,0.005082,0.003247,0.001727,0.000587,0.0
08-2024,1.0,0.988684,0.977402,0.966153,0.954938,0.943757,0.93261,0.921498,0.910419,0.899376,0.888368,0.877394,0.866456,0.855554,0.844688,0.833857,0.823063,0.812305,0.801584,0.790899,0.780252,0.769643,0.759071,0.748537,0.738041,0.727584,0.717165,0.706785,0.696445,0.686144,0.675883,0.665662,0.655481,0.645341,0.635242,0.625185,0.615169,0.605195,0.595263,0.585374,0.575528,0.565725,0.555966,0.546252,0.536581,0.526956,0.517375,0.50784,0.498352,0.48891,0.479514,0.470166,0.460866,0.451614,0.442411,0.433257,0.424153,0.415099,0.406096,0.397144,0.388244,0.379396,0.370601,0.36186,0.353173,0.344541,0.335965,0.327445,0.318982,0.310576,0.302229,0.293941,0.285713,0.277545,0.26944,0.261397,0.253417,0.245502,0.237652,0.229869,0.222153,0.214506,0.206929,0.199422,0.191988,0.184628,0.177343,0.170134,0.163004,0.155953,0.148984,0.142098,0.135297,0.128583,0.121959,0.115427,0.108988,0.102647,0.096405,0.090267,0.084234,0.078311,0.072501,0.06681,0.061241,0.0558,0.050493,0.045327,0.040308,0.035446,0.030752,0.026235,0.021912,0.017799,0.013919,0.010302,0.00699,0.004046,0.001589,0.0
09-2024,1.0,0.989607,0.979235,0.968884,0.958554,0.948246,0.937959,0.927694,0.91745,0.907229,0.897029,0.886852,0.876697,0.866565,0.856456,0.846369,0.836306,0.826265,0.816248,0.806255,0.796285,0.78634,0.776418,0.766521,0.756648,0.7468,0.736977,0.727179,0.717407,0.70766,0.697938,0.688243,0.678574,0.668931,0.659315,0.649725,0.640163,0.630628,0.621121,0.611642,0.602191,0.592768,0.583374,0.574009,0.564674,0.555368,0.546091,0.536845,0.52763,0.518445,0.509292,0.50017,0.49108,0.482022,0.472997,0.464005,0.455046,0.446121,0.43723,0.428373,0.419552,0.410766,0.402017,0.393304,0.384627,0.375988,0.367388,0.358825,0.350302,0.341819,0.333375,0.324973,0.316612,0.308294,0.300018,0.291786,0.283599,0.275456,0.26736,0.259311,0.251309,0.243356,0.235453,0.2276,0.219799,0.212051,0.204357,0.196719,0.189137,0.181612,0.174148,0.166744,0.159403,0.152127,0.144917,0.137775,0.130704,0.123705,0.116782,0.109937,0.103173,0.096493,0.089901,0.0834,0.076996,0.070693,0.064496,0.058411,0.052446,0.046609,0.040909,0.035358,0.029971,0.024764,0.01976,0.01499,0.010499,0.006355,0.002694,0.0
10-2024,1.0,0.987927,0.975899,0.963917,0.951979,0.940087,0.928241,0.916441,0.904687,0.892979,0.881318,0.869704,0.858137,0.846618,0.835146,0.823722,0.812346,0.801019,0.78974,0.77851,0.76733,0.756199,0.745118,0.734086,0.723106,0.712176,0.701296,0.690468,0.679692,0.668968,0.658296,0.647676,0.637109,0.626596,0.616136,0.60573,0.595378,0.585081,0.574839,0.564652,0.554521,0.544446,0.534428,0.524467,0.514563,0.504717,0.49493,0.485201,0.475531,0.465921,0.456371,0.446882,0.437454,0.428087,0.418783,0.409541,0.400362,0.391247,0.382197,0.373212,0.364292,0.355438,0.346651,0.337932,0.32928,0.320698,0.312185,0.303742,0.29537,0.287071,0.278843,0.27069,0.26261,0.254606,0.246677,0.238826,0.231053,0.223359,0.215745,0.208212,0.200761,0.193394,0.186111,0.178915,0.171805,0.164785,0.157854,0.151015,0.14427,0.137619,0.131065,0.12461,0.118255,0.112003,0.105855,0.099815,0.093884,0.088066,0.082362,0.076777,0.071313,0.065974,0.060763,0.055686,0.050746,0.045949,0.0413,0.036806,0.032474,0.028311,0.024327,0.020534,0.016943,0.013572,0.010439,0.007572,0.005005,0.002792,0.00103,0.0
11-2024,1.0,0.988185,0.976411,0.964677,0.952985,0.941335,0.929726,0.918159,0.906634,0.895151,0.883711,0.872314,0.86096,0.849649,0.838381,0.827158,0.815978,0.804842,0.793751,0.782705,0.771704,0.760748,0.749838,0.738973,0.728155,0.717383,0.706658,0.695979,0.685348,0.674765,0.664229,0.653742,0.643304,0.632914,0.622573,0.612282,0.602041,0.59185,0.58171,0.571621,0.561583,0.551597,0.541664,0.531782,0.521954,0.512179,0.502458,0.492791,0.483179,0.473621,0.46412,0.454674,0.445286,0.435954,0.42668,0.417463,0.408306,0.399208,0.390169,0.381191,0.372273,0.363417,0.354624,0.345893,0.337225,0.328622,0.320083,0.31161,0.303204,0.294864,0.286592,0.278389,0.270256,0.262192,0.2542,0.246281,0.238434,0.230662,0.222964,0.215344,0.2078,0.200335,0.19295,0.185646,0.178425,0.171287,0.164234,0.157269,0.150391,0.143604,0.136908,0.130306,0.1238,0.117391,0.111082,0.104876,0.098774,0.09278,0.086896,0.081125,0.075471,0.069937,0.064528,0.059247,0.054099,0.04909,0.044224,0.039509,0.034952,0.030562,0.026347,0.02232,0.018493,0.014884,0.011513,0.008408,0.005607,0.003168,0.001193,0.0
12-2024,1.0,0.986692,0.97345,0.960274,0.947165,0.934122,0.921147,0.908239,0.895399,0.882626,0.869921,0.857285,0.844717,0.832218,0.819788,0.807428,0.795137,0.782916,0.770765,0.758685,0.746676,0.734737,0.72287,0.711075,0.699352,0.6877,0.676122,0.664616,0.653184,0.641825,0.630541,0.61933,0.608194,0.597133,0.586148,0.575238,0.564404,0.553646,0.542966,0.532362,0.521836,0.511388,0.501019,0.490728,0.480517,0.470385,0.460334,0.450363,0.440473,0.430664,0.420938,0.411294,0.401733,0.392256,0.382862,0.373553,0.36433,0.355191,0.346139,0.337174,0.328296,0.319506,0.310805,0.302193,0.293671,0.285239,0.276899,0.268651,0.260495,0.252433,0.244465,0.236592,0.228815,0.221134,0.213551,0.206066,0.198681,0.191395,0.184211,0.17713,0.170151,0.163277,0.156509,0.149847,0.143292,0.136848,0.130513,0.12429,0.118181,0.112186,0.106308,0.100547,0.094906,0.089387,0.083991,0.07872,0.073577,0.068563,0.063682,0.058935,0.054326,0.049858,0.045532,0.041354,0.037327,0.033454,0.029741,0.026192,0.022813,0.019609,0.016589,0.01376,0.011131,0.008715,0.006524,0.004578,0.0029,0.001523,0.000507,0.0
01-2025,1.0,0.986868,0.973799,0.960793,0.947851,0.934972,0.922157,0.909406,0.896719,0.884097,0.87154,0.859047,0.84662,0.834259,0.821964,0.809735,0.797572,0.785476,0.773447,0.761485,0.749591,0.737764,0.726006,0.714316,0.702695,0.691143,0.679661,0.668248,0.656905,0.645633,0.634431,0.6233,0.612241,0.601254,0.590339,0.579496,0.568726,0.558029,0.547406,0.536857,0.526383,0.515983,0.505658,0.49541,0.485237,0.475141,0.465122,0.45518,0.445316,0.435531,0.425824,0.416197,0.406649,0.397182,0.387796,0.378492,0.369269,0.360129,0.351072,0.342099,0.33321,0.324406,0.315687,0.307055,0.29851,0.290052,0.281682,0.273402,0.265211,0.257111,0.249101,0.241184,0.23336,0.22563,0.217994,0.210453,0.20301,0.195663,0.188415,0.181266,0.174218,0.167272,0.160428,0.153689,0.147054,0.140526,0.134106,0.127795,0.121595,0.115507,0.109534,0.103675,0.097934,0.092312,0.086812,0.081434,0.076182,0.071058,0.066064,0.061203,0.056478,0.051892,0.047448,0.043149,0.039,0.035005,0.031169,0.027496,0.023992,0.020665,0.017521,0.014569,0.011819,0.009284,0.006977,0.004919,0.003135,0.001661,0.000561,0.0
02-2025,1.0,0.988438,0.976913,0.965425,0.953974,0.942561,0.931186,0.919848,0.908549,0.897289,0.886067,0.874884,0.86374,0.852635,0.84157,0.830544,0.819559,0.808614,0.797709,0.786845,0.776022,0.765241,0.7545,0.743802,0.733146,0.722532,0.71196,0.701432,0.690947,0.680505,0.670107,0.659753,0.649443,0.639178,0.628959,0.618784,0.608655,0.598573,0.588536,0.578547,0.568604,0.558709,0.548862,0.539063,0.529313,0.519611,0.509959,0.500357,0.490806,0.481305,0.471855,0.462457,0.453111,0.443817,0.434577,0.42539,0.416257,0.407179,0.398157,0.38919,0.380279,0.371425,0.362629,0.353891,0.345211,0.336591,0.328032,0.319533,0.311096,0.302721,0.294409,0.286161,0.277978,0.26986,0.261809,0.253825,0.245909,0.238063,0.230287,0.222583,0.214951,0.207392,0.199909,0.192501,0.185171,0.17792,0.170749,0.163659,0.156653,0.149732,0.142897,0.136151,0.129496,0.122933,0.116465,0.110094,0.103822,0.097653,0.091589,0.085634,0.079789,0.07406,0.068451,0.062964,0.057606,0.052381,0.047296,0.042356,0.03757,0.032946,0.028493,0.024224,0.020152,0.016296,0.012675,0.00932,0.006269,0.003586,0.001379,0.0
03-2025,1.0,0.986716,0.973497,0.960344,0.947258,0.934237,0.921284,0.908397,0.895577,0.882825,0.87014,0.857523,0.844974,0.832494,0.820082,0.80774,0.795466,0.783262,0.771128,0.759063,0.747069,0.735146,0.723294,0.711513,0.699803,0.688165,0.6766,0.665107,0.653686,0.642339,0.631066,0.619866,0.60874,0.597689,0.586713,0.575812,0.564987,0.554237,0.543564,0.532968,0.522449,0.512008,0.501644,0.491359,0.481153,0.471026,0.460979,0.451012,0.441125,0.43132,0.421596,0.411954,0.402395,0.392919,0.383526,0.374218,0.364994,0.355855,0.346803,0.337836,0.328957,0.320165,0.311461,0.302846,0.294321,0.285886,0.277542,0.269289,0.261128,0.253061,0.245087,0.237208,0.229424,0.221737,0.214147,0.206654,0.199261,0.191967,0.184775,0.177684,0.170696,0.163812,0.157033,0.150361,0.143796,0.13734,0.130993,0.124759,0.118637,0.11263,0.106738,0.100965,0.09531,0.089777,0.084367,0.079082,0.073924,0.068896,0.063999,0.059237,0.054613,0.050128,0.045787,0.041593,0.037549,0.03366,0.02993,0.026365,0.022969,0.019749,0.016712,0.013866,0.011222,0.00879,0.006584,0.004623,0.00293,0.001541,0.000514,0.0
04-2025,1.0,0.988257,0.976554,0.96489,0.953267,0.941684,0.930142,0.91864,0.907179,0.89576,0.884382,0.873045,0.861751,0.850498,0.839288,0.828121,0.816996,0.805915,0.794877,0.783882,0.772932,0.762025,0.751163,0.740346,0.729573,0.718846,0.708164,0.697528,0.686939,0.676395,0.665899,0.655449,0.645047,0.634692,0.624386,0.614128,0.603918,0.593758,0.583647,0.573586,0.563575,0.553614,0.543704,0.533846,0.52404,0.514285,0.504583,0.494935,0.485339,0.475798,0.46631,0.456878,0.447501,0.43818,0.428915,0.419706,0.410555,0.401463,0.392428,0.383452,0.374537,0.365681,0.356886,0.348153,0.339481,0.330873,0.322328,0.313847,0.305431,0.297081,0.288798,0.280581,0.272433,0.264354,0.256345,0.248407,0.24054,0.232746,0.225026,0.217381,0.209813,0.202321,0.194907,0.187574,0.180321,0.173151,0.166064,0.159063,0.152149,0.145323,0.138588,0.131945,0.125397,0.118944,0.11259,0.106337,0.100187,0.094143,0.088208,0.082385,0.076677,0.071088,0.065622,0.060283,0.055076,0.050006,0.045078,0.0403,0.035679,0.031223,0.026941,0.022846,0.018951,0.015273,0.011833,0.008659,0.005788,0.003281,0.001244,0.0
05-2025,1.0,0.987493,0.975039,0.962636,0.950286,0.937989,0.925744,0.913553,0.901415,0.88933,0.8773,0.865323,0.853401,0.841534,0.829721,0.817964,0.806262,0.794616,0.783025,0.771491,0.760014,0.748593,0.73723,0.725923,0.714675,0.703485,0.692353,0.681279,0.670265,0.65931,0.648414,0.637579,0.626804,0.616089,0.605436,0.594844,0.584314,0.573846,0.56344,0.553098,0.542819,0.532603,0.522452,0.512365,0.502343,0.492387,0.482496,0.472672,0.462915,0.453225,0.443603,0.434049,0.424564,0.415148,0.405802,0.396527,0.387322,0.378189,0.369128,0.36014,0.351225,0.342384,0.333617,0.324926,0.316311,0.307772,0.299311,0.290928,0.282624,0.274399,0.266255,0.258192,0.250211,0.242313,0.234499,0.22677,0.219126,0.21157,0.204102,0.196722,0.189433,0.182235,0.175129,0.168117,0.1612,0.15438,0.147657,0.141034,0.134512,0.128092,0.121777,0.115568,0.109466,0.103475,0.097596,0.091832,0.086184,0.080656,0.07525,0.069969,0.064816,0.059795,0.054909,0.050162,0.045559,0.041104,0.036803,0.032662,0.028687,0.024886,0.021267,0.017841,0.01462,0.011617,0.008851,0.006346,0.004132,0.002257,0.000803,0.0
06-2025,1.0,0.987666,0.975382,0.963147,0.950961,0.938825,0.926739,0.914704,0.902718,0.890784,0.8789,0.867068,0.855287,0.843558,0.831881,0.820256,0.808683,0.797163,0.785697,0.774283,0.762923,0.751617,0.740366,0.729168,0.718026,0.706938,0.695906,0.68493,0.674009,0.663145,0.652337,0.641587,0.630894,0.620258,0.609681,0.599162,0.588702,0.578301,0.567959,0.557677,0.547456,0.537295,0.527196,0.517158,0.507182,0.497268,0.487417,0.47763,0.467906,0.458247,0.448652,0.439123,0.429659,0.420261,0.410931,0.401667,0.392471,0.383344,0.374286,0.365298,0.356379,0.347532,0.338756,0.330052,0.321421,0.312864,0.304381,0.295973,0.28764,0.279384,0.271206,0.263106,0.255084,0.247143,0.239282,0.231504,0.223808,0.216195,0.208668,0.201227,0.193872,0.186606,0.179429,0.172343,0.165349,0.158448,0.151643,0.144933,0.138322,0.13181,0.1254,0.119093,0.112891,0.106796,0.10081,0.094936,0.089177,0.083533,0.07801,0.072609,0.067333,0.062187,0.057173,0.052296,0.047561,0.042972,0.038535,0.034256,0.030141,0.026199,0.022439,0.01887,0.015506,0.012361,0.009453,0.006809,0.00446,0.002457,0.000887,0.0
07-2025,1.0,0.987326,0.974707,0.962143,0.949634,0.937181,0.924784,0.912442,0.900157,0.887928,0.875756,0.863641,0.851583,0.839583,0.82764,0.815756,0.803929,0.792162,0.780453,0.768803,0.757213,0.745682,0.734212,0.722802,0.711452,0.700163,0.688936,0.67777,0.666666,0.655625,0.644646,0.63373,0.622877,0.612087,0.601362,0.590701,0.580105,0.569574,0.559108,0.548708,0.538374,0.528108,0.517908,0.507776,0.497711,0.487715,0.477788,0.467931,0.458143,0.448425,0.438778,0.429202,0.419698,0.410267,0.400908,0.391622,0.382411,0.373274,0.364211,0.355225,0.346315,0.337482,0.328726,0.320049,0.31145,0.302931,0.294492,0.286135,0.277859,0.269666,0.261556,0.25353,0.24559,0.237735,0.229967,0.222287,0.214696,0.207195,0.199784,0.192465,0.185239,0.178108,0.171071,0.164132,0.15729,0.150547,0.143905,0.137366,0.13093,0.124599,0.118375,0.11226,0.106256,0.100365,0.094588,0.088928,0.083388,0.07797,0.072676,0.067509,0.062473,0.057571,0.052806,0.048182,0.043704,0.039377,0.035204,0.031193,0.027349,0.02368,0.020194,0.0169,0.013812,0.010941,0.008306,0.005928,0.003838,0.002079,0.000729,0.0
08-2025,1.0,0.98674,0.973544,0.960415,0.947351,0.934352,0.92142,0.908555,0.895756,0.883024,0.870359,0.857762,0.845232,0.832771,0.820377,0.808052,0.795796,0.783609,0.771491,0.759443,0.747464,0.735556,0.723719,0.711952,0.700256,0.688632,0.677079,0.665598,0.65419,0.642855,0.631592,0.620403,0.609288,0.598247,0.58728,0.576388,0.565572,0.55483,0.544165,0.533576,0.523064,0.512629,0.502272,0.491992,0.481791,0.471669,0.461626,0.451663,0.44178,0.431978,0.422256,0.412617,0.403059,0.393585,0.384193,0.374885,0.365661,0.356523,0.347469,0.338501,0.32962,0.320827,0.312121,0.303503,0.294974,0.286535,0.278187,0.26993,0.261765,0.253692,0.245713,0.237828,0.230037,0.222343,0.214746,0.207246,0.199844,0.192543,0.185341,0.178241,0.171244,0.16435,0.157561,0.150878,0.144302,0.137835,0.131477,0.12523,0.119096,0.113076,0.107172,0.101385,0.095717,0.09017,0.084746,0.079446,0.074274,0.06923,0.064319,0.059542,0.054901,0.050401,0.046044,0.041833,0.037773,0.033868,0.030121,0.026539,0.023126,0.01989,0.016836,0.013974,0.011314,0.008865,0.006644,0.004668,0.002961,0.001559,0.000521,0.0
