date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240
10-2023,1.0,0.994639,0.989285,0.983937,0.978595,0.97326,0.967931,0.962609,0.957293,0.951984,0.946681,0.941384,0.936095,0.930811,0.925535,0.920265,0.915001,0.909744,0.904494,0.899251,0.894014,0.888784,0.883561,0.878345,0.873135,0.867932,0.862736,0.857547,0.852365,0.84719,0.842022,0.83686,0.831706,0.826559,0.821418,0.816285,0.811159,0.80604,0.800928,0.795824,0.790726,0.785636,0.780553,0.775477,0.770409,0.765347,0.760294,0.755247,0.750208,0.745177,0.740152,0.735136,0.730127,0.725125,0.720131,0.715145,0.710166,0.705195,0.700232,0.695276,0.690328,0.685388,0.680456,0.675531,0.670615,0.665706,0.660805,0.655912,0.651028,0.646151,0.641283,0.636422,0.63157,0.626726,0.62189,0.617062,0.612243,0.607432,0.602629,0.597835,0.593049,0.588272,0.583503,0.578743,0.573991,0.569248,0.564514,0.559788,0.555071,0.550363,0.545664,0.540974,0.536292,0.53162,0.526956,0.522302,0.517657,0.513021,0.508394,0.503776,0.499168,0.494569,0.489979,0.485399,0.480828,0.476267,0.471715,0.467173,0.462641,0.458118,0.453606,0.449103,0.44461,0.440127,0.435654,0.431191,0.426738,0.422296,0.417863,0.413441,0.40903,0.404628,0.400238,0.395858,0.391488,0.387129,0.382781,0.378444,0.374118,0.369803,0.365498,0.361205,0.356923,0.352653,0.348393,0.344146,0.339909,0.335684,0.331471,0.32727,0.32308,0.318903,0.314737,0.310583,0.306442,0.302313,0.298196,0.294092,0.29,0.285921,0.281855,0.277801,0.273761,0.269734,0.265719,0.261718,0.257731,0.253757,0.249797,0.24585,0.241917,0.237999,0.234094,0.230204,0.226328,0.222467,0.21862,0.214788,0.210972,0.20717,0.203383,0.199612,0.195857,0.192118,0.188394,0.184686,0.180995,0.17732,0.173662,0.170021,0.166397,0.16279,0.159201,0.155629,0.152075,0.14854,0.145023,0.141524,0.138045,0.134584,0.131144,0.127722,0.124321,0.120941,0.117581,0.114241,0.110924,0.107628,0.104354,0.101102,0.097873,0.094668,0.091486,0.088328,0.085195,0.082087,0.079005,0.075949,0.07292,0.069918,0.066945,0.064,0.061085,0.0582,0.055346,0.052524,0.049735,0.04698,0.04426,0.041577,0.038931,0.036324,0.033757,0.031233,0.028753,0.026319,0.023934,0.0216,0.01932,0.017098,0.014938,0.012844,0.010823,0.008882,0.007031,0.005282,0.003653,0.002172,0.000893,0.0
11-2023,1.0,0.993926,0.987863,0.981812,0.975772,0.969744,0.963728,0.957723,0.95173,0.945749,0.939779,0.933822,0.927876,0.921942,0.91602,0.91011,0.904212,0.898325,0.892451,0.886589,0.880739,0.874901,0.869075,0.863261,0.85746,0.85167,0.845893,0.840128,0.834376,0.828636,0.822908,0.817192,0.811489,0.805799,0.800121,0.794456,0.788803,0.783162,0.777535,0.77192,0.766318,0.760728,0.755151,0.749587,0.744036,0.738498,0.732973,0.727461,0.721961,0.716475,0.711002,0.705542,0.700095,0.694661,0.68924,0.683833,0.678439,0.673059,0.667691,0.662337,0.656997,0.65167,0.646357,0.641057,0.635771,0.630499,0.62524,0.619995,0.614764,0.609546,0.604343,0.599153,0.593978,0.588816,0.583669,0.578536,0.573416,0.568311,0.563221,0.558144,0.553082,0.548035,0.543002,0.537983,0.532979,0.527989,0.523015,0.518054,0.513109,0.508179,0.503263,0.498362,0.493477,0.488606,0.48375,0.47891,0.474085,0.469275,0.46448,0.459701,0.454937,0.450188,0.445456,0.440739,0.436037,0.431352,0.426682,0.422028,0.41739,0.412768,0.408162,0.403572,0.398998,0.394441,0.3899,0.385376,0.380868,0.376376,0.371902,0.367444,0.363002,0.358578,0.354171,0.34978,0.345407,0.341051,0.336713,0.332391,0.328087,0.323801,0.319532,0.315281,0.311048,0.306832,0.302635,0.298456,0.294295,0.290152,0.286027,0.281921,0.277834,0.273765,0.269715,0.265684,0.261672,0.257679,0.253705,0.24975,0.245815,0.2419,0.238004,0.234128,0.230271,0.226435,0.222619,0.218823,0.215048,0.211293,0.207559,0.203846,0.200154,0.196483,0.192833,0.189204,0.185598,0.182012,0.178449,0.174908,0.171389,0.167892,0.164418,0.160967,0.157539,0.154133,0.150751,0.147393,0.144058,0.140747,0.137461,0.134198,0.13096,0.127747,0.124559,0.121396,0.118259,0.115147,0.112062,0.109002,0.10597,0.102964,0.099985,0.097033,0.09411,0.091214,0.088347,0.085508,0.082699,0.079919,0.077169,0.074449,0.07176,0.069101,0.066475,0.06388,0.061318,0.058789,0.056293,0.053831,0.051404,0.049012,0.046656,0.044336,0.042054,0.03981,0.037604,0.035439,0.033313,0.031229,0.029188,0.02719,0.025237,0.02333,0.021471,0.01966,0.0179,0.016193,0.014539,0.012943,0.011406,0.00993,0.008521,0.00718,0.005914,0.004727,0.003627,0.002622,0.001726,0.000958,0.00035,0.0
12-2023,1.0,0.993424,0.986864,0.980319,0.973791,0.967279,0.960782,0.954301,0.947837,0.941388,0.934956,0.928539,0.922139,0.915755,0.909387,0.903035,0.8967,0.89038,0.884077,0.877791,0.871521,0.865267,0.859029,0.852808,0.846604,0.840416,0.834245,0.82809,0.821952,0.81583,0.809726,0.803638,0.797566,0.791512,0.785474,0.779454,0.77345,0.767463,0.761493,0.75554,0.749604,0.743685,0.737784,0.731899,0.726032,0.720182,0.714349,0.708533,0.702735,0.696954,0.691191,0.685445,0.679717,0.674006,0.668312,0.662637,0.656979,0.651339,0.645716,0.640111,0.634524,0.628955,0.623404,0.617871,0.612356,0.606859,0.60138,0.595919,0.590476,0.585052,0.579645,0.574258,0.568888,0.563537,0.558204,0.55289,0.547594,0.542317,0.537059,0.531819,0.526599,0.521396,0.516213,0.511049,0.505903,0.500777,0.49567,0.490581,0.485512,0.480463,0.475432,0.470421,0.465429,0.460456,0.455503,0.45057,0.445656,0.440762,0.435888,0.431033,0.426198,0.421384,0.416589,0.411814,0.407059,0.402325,0.39761,0.392916,0.388243,0.383589,0.378956,0.374344,0.369753,0.365182,0.360631,0.356102,0.351594,0.347106,0.34264,0.338194,0.33377,0.329367,0.324986,0.320626,0.316287,0.31197,0.307675,0.303401,0.29915,0.29492,0.290712,0.286526,0.282363,0.278221,0.274102,0.270006,0.265932,0.261881,0.257852,0.253846,0.249863,0.245903,0.241966,0.238053,0.234162,0.230296,0.226452,0.222632,0.218836,0.215064,0.211316,0.207592,0.203892,0.200217,0.196565,0.192939,0.189337,0.18576,0.182208,0.17868,0.175179,0.171702,0.168251,0.164825,0.161426,0.158052,0.154704,0.151382,0.148087,0.144818,0.141576,0.138361,0.135173,0.132012,0.128878,0.125772,0.122694,0.119643,0.116621,0.113626,0.110661,0.107724,0.104816,0.101937,0.099087,0.096267,0.093477,0.090716,0.087987,0.085287,0.082618,0.079981,0.077375,0.0748,0.072257,0.069747,0.067269,0.064824,0.062412,0.060033,0.057688,0.055378,0.053102,0.050861,0.048656,0.046487,0.044353,0.042257,0.040198,0.038176,0.036193,0.034249,0.032344,0.030479,0.028655,0.026872,0.025131,0.023433,0.021779,0.02017,0.018606,0.017088,0.015619,0.014197,0.012826,0.011507,0.01024,0.009028,0.007873,0.006777,0.005741,0.00477,0.003866,0.003033,0.002277,0.001603,0.001019,0.000538,0.000181,0.0
01-2024,1.0,0.993185,0.986387,0.979608,0.972847,0.966104,0.959379,0.952673,0.945984,0.939314,0.932662,0.926029,0.919414,0.912817,0.906238,0.899678,0.893137,0.886614,0.880109,0.873623,0.867155,0.860707,0.854276,0.847865,0.841472,0.835098,0.828743,0.822406,0.816088,0.809789,0.803509,0.797248,0.791006,0.784783,0.778579,0.772394,0.766229,0.760082,0.753954,0.747846,0.741757,0.735687,0.729636,0.723605,0.717594,0.711601,0.705628,0.699675,0.693741,0.687827,0.681932,0.676057,0.670202,0.664366,0.65855,0.652754,0.646978,0.641222,0.635485,0.629769,0.624072,0.618396,0.61274,0.607104,0.601488,0.595892,0.590316,0.584761,0.579226,0.573712,0.568218,0.562744,0.557291,0.551858,0.546446,0.541055,0.535685,0.530335,0.525006,0.519698,0.514411,0.509144,0.503899,0.498675,0.493471,0.488289,0.483129,0.477989,0.472871,0.467774,0.462698,0.457644,0.452611,0.4476,0.442611,0.437643,0.432697,0.427773,0.42287,0.41799,0.413131,0.408294,0.40348,0.398687,0.393917,0.389169,0.384443,0.37974,0.375059,0.370401,0.365765,0.361152,0.356561,0.351993,0.347448,0.342926,0.338427,0.333951,0.329498,0.325068,0.320662,0.316278,0.311918,0.307582,0.303269,0.298979,0.294714,0.290472,0.286254,0.28206,0.277889,0.273743,0.269621,0.265524,0.26145,0.257401,0.253377,0.249377,0.245401,0.241451,0.237525,0.233625,0.229749,0.225898,0.222073,0.218273,0.214499,0.210749,0.207026,0.203328,0.199657,0.196011,0.192391,0.188797,0.18523,0.181689,0.178174,0.174686,0.171225,0.167791,0.164383,0.161003,0.15765,0.154324,0.151026,0.147756,0.144513,0.141298,0.138111,0.134953,0.131823,0.128721,0.125648,0.122604,0.119588,0.116602,0.113645,0.110718,0.10782,0.104952,0.102114,0.099306,0.096529,0.093782,0.091066,0.088381,0.085727,0.083105,0.080514,0.077955,0.075429,0.072934,0.070472,0.068043,0.065647,0.063284,0.060955,0.05866,0.0564,0.054173,0.051982,0.049825,0.047705,0.04562,0.043571,0.041559,0.039584,0.037646,0.035747,0.033885,0.032062,0.030279,0.028535,0.026831,0.025169,0.023548,0.021968,0.020432,0.018939,0.01749,0.016087,0.014729,0.013418,0.012155,0.01094,0.009776,0.008663,0.007603,0.006597,0.005647,0.004755,0.003924,0.003156,0.002455,0.001823,0.001267,0.000792,0.000409,0.000132,0.0
02-2024,1.0,0.993881,0.987774,0.981678,0.975595,0.969524,0.963464,0.957417,0.951382,0.945359,0.939348,0.933349,0.927362,0.921388,0.915426,0.909476,0.903538,0.897613,0.8917,0.8858,0.879912,0.874036,0.868173,0.862323,0.856485,0.85066,0.844847,0.839047,0.833259,0.827484,0.821722,0.815973,0.810237,0.804513,0.798803,0.793105,0.78742,0.781748,0.776089,0.770443,0.764811,0.759191,0.753584,0.747991,0.742411,0.736844,0.731291,0.725751,0.720224,0.71471,0.709211,0.703724,0.698251,0.692792,0.687346,0.681914,0.676495,0.671091,0.6657,0.660322,0.654959,0.64961,0.644274,0.638952,0.633645,0.628351,0.623072,0.617807,0.612556,0.607319,0.602096,0.596888,0.591694,0.586514,0.581349,0.576199,0.571063,0.565941,0.560835,0.555742,0.550665,0.545603,0.540555,0.535522,0.530504,0.525501,0.520514,0.515541,0.510583,0.505641,0.500714,0.495802,0.490906,0.486025,0.481159,0.476309,0.471475,0.466656,0.461853,0.457066,0.452295,0.447539,0.4428,0.438076,0.433369,0.428677,0.424002,0.419344,0.414701,0.410075,0.405466,0.400873,0.396296,0.391737,0.387194,0.382668,0.378158,0.373666,0.369191,0.364733,0.360292,0.355869,0.351462,0.347074,0.342702,0.338349,0.334013,0.329695,0.325394,0.321112,0.316847,0.312601,0.308373,0.304163,0.299972,0.295799,0.291644,0.287509,0.283392,0.279294,0.275215,0.271155,0.267114,0.263092,0.25909,0.255107,0.251144,0.247201,0.243277,0.239374,0.23549,0.231627,0.227784,0.223961,0.220159,0.216378,0.212618,0.208878,0.20516,0.201462,0.197787,0.194132,0.1905,0.186889,0.1833,0.179733,0.176189,0.172667,0.169168,0.165691,0.162238,0.158807,0.1554,0.152016,0.148657,0.145321,0.142009,0.138721,0.135458,0.13222,0.129006,0.125818,0.122655,0.119518,0.116406,0.113321,0.110262,0.10723,0.104225,0.101247,0.098296,0.095374,0.092479,0.089613,0.086775,0.083967,0.081188,0.078439,0.07572,0.073032,0.070375,0.067749,0.065155,0.062594,0.060065,0.057569,0.055108,0.05268,0.050288,0.047931,0.04561,0.043326,0.04108,0.038872,0.036703,0.034574,0.032486,0.030439,0.028435,0.026475,0.02456,0.022691,0.020869,0.019097,0.017375,0.015706,0.014092,0.012533,0.011034,0.009597,0.008226,0.006923,0.005694,0.004543,0.003479,0.00251,0.001647,0.00091,0.00033,0.0
03-2024,1.0,0.993495,0.987005,0.980531,0.974072,0.967628,0.961199,0.954786,0.948388,0.942005,0.935638,0.929286,0.92295,0.916629,0.910324,0.904034,0.89776,0.891502,0.885259,0.879032,0.872821,0.866626,0.860446,0.854282,0.848134,0.842002,0.835886,0.829786,0.823701,0.817633,0.811581,0.805545,0.799525,0.793521,0.787534,0.781562,0.775607,0.769669,0.763746,0.75784,0.751951,0.746077,0.740221,0.73438,0.728557,0.72275,0.716959,0.711186,0.705429,0.699688,0.693965,0.688258,0.682568,0.676896,0.67124,0.665601,0.659979,0.654374,0.648786,0.643216,0.637662,0.632126,0.626607,0.621106,0.615621,0.610155,0.604705,0.599274,0.593859,0.588463,0.583084,0.577722,0.572379,0.567053,0.561745,0.556455,0.551182,0.545928,0.540692,0.535474,0.530274,0.525092,0.519928,0.514783,0.509656,0.504547,0.499457,0.494385,0.489332,0.484297,0.479281,0.474284,0.469305,0.464345,0.459404,0.454482,0.449579,0.444696,0.439831,0.434985,0.430159,0.425351,0.420564,0.415795,0.411046,0.406317,0.401607,0.396917,0.392246,0.387596,0.382965,0.378354,0.373764,0.369193,0.364642,0.360112,0.355602,0.351112,0.346643,0.342194,0.337766,0.333358,0.328971,0.324605,0.32026,0.315936,0.311633,0.307351,0.30309,0.298851,0.294633,0.290437,0.286262,0.282108,0.277977,0.273867,0.269779,0.265713,0.26167,0.257648,0.253649,0.249673,0.245718,0.241787,0.237878,0.233992,0.230129,0.226289,0.222472,0.218679,0.214908,0.211162,0.207439,0.203739,0.200064,0.196412,0.192785,0.189182,0.185603,0.182049,0.178519,0.175014,0.171534,0.16808,0.16465,0.161246,0.157867,0.154514,0.151186,0.147885,0.14461,0.141361,0.138138,0.134943,0.131774,0.128632,0.125517,0.12243,0.11937,0.116338,0.113334,0.110358,0.107411,0.104492,0.101603,0.098742,0.09591,0.093109,0.090337,0.087595,0.084883,0.082202,0.079552,0.076933,0.074346,0.07179,0.069267,0.066776,0.064318,0.061892,0.059501,0.057143,0.05482,0.052531,0.050278,0.048059,0.045877,0.043732,0.041623,0.039552,0.037519,0.035525,0.03357,0.031655,0.02978,0.027947,0.026156,0.024407,0.022702,0.021042,0.019427,0.017859,0.016339,0.014868,0.013447,0.012078,0.010762,0.009501,0.008298,0.007154,0.006072,0.005055,0.004106,0.00323,0.002432,0.001718,0.001098,0.000584,0.000199,0.0
04-2024,1.0,0.993575,0.987165,0.980769,0.974388,0.968022,0.96167,0.955332,0.94901,0.942702,0.936408,0.93013,0.923866,0.917617,0.911383,0.905164,0.898959,0.89277,0.886595,0.880436,0.874291,0.868162,0.862048,0.855949,0.849864,0.843796,0.837742,0.831704,0.82568,0.819673,0.81368,0.807703,0.801741,0.795795,0.789865,0.783949,0.77805,0.772166,0.766297,0.760445,0.754608,0.748786,0.742981,0.737191,0.731417,0.725659,0.719917,0.714191,0.708481,0.702787,0.697109,0.691447,0.685801,0.680172,0.674558,0.668961,0.663381,0.657816,0.652268,0.646737,0.641222,0.635724,0.630242,0.624776,0.619328,0.613896,0.608481,0.603082,0.597701,0.592336,0.586988,0.581657,0.576344,0.571047,0.565767,0.560505,0.55526,0.550032,0.544821,0.539628,0.534452,0.529294,0.524153,0.519029,0.513924,0.508836,0.503765,0.498713,0.493678,0.488661,0.483662,0.478681,0.473718,0.468774,0.463847,0.458939,0.454048,0.449177,0.444323,0.439488,0.434672,0.429874,0.425095,0.420334,0.415593,0.41087,0.406166,0.401481,0.396815,0.392168,0.38754,0.382932,0.378342,0.373773,0.369222,0.364691,0.36018,0.355688,0.351217,0.346764,0.342332,0.33792,0.333528,0.329156,0.324804,0.320472,0.316161,0.31187,0.3076,0.303351,0.299122,0.294914,0.290726,0.28656,0.282415,0.278291,0.274188,0.270107,0.266047,0.262008,0.257991,0.253996,0.250023,0.246072,0.242142,0.238235,0.23435,0.230488,0.226648,0.222831,0.219036,0.215264,0.211515,0.207789,0.204087,0.200408,0.196752,0.19312,0.189511,0.185927,0.182366,0.178829,0.175317,0.171829,0.168366,0.164928,0.161514,0.158125,0.154762,0.151424,0.148111,0.144824,0.141563,0.138329,0.13512,0.131938,0.128782,0.125653,0.122551,0.119476,0.116429,0.113409,0.110417,0.107454,0.104518,0.101611,0.098733,0.095884,0.093064,0.090274,0.087513,0.084783,0.082083,0.079414,0.076775,0.074168,0.071593,0.06905,0.066539,0.06406,0.061615,0.059203,0.056825,0.054481,0.052172,0.049899,0.047661,0.045459,0.043293,0.041165,0.039075,0.037023,0.03501,0.033036,0.031103,0.029212,0.027362,0.025554,0.023791,0.022072,0.020398,0.018771,0.017192,0.015663,0.014183,0.012756,0.011383,0.010065,0.008805,0.007605,0.006468,0.005396,0.004395,0.003468,0.00262,0.001859,0.001195,0.000641,0.000221,0.0
05-2024,1.0,0.993242,0.986501,0.979777,0.973072,0.966383,0.959713,0.95306,0.946425,0.939807,0.933207,0.926625,0.920061,0.913515,0.906986,0.900475,0.893983,0.887508,0.881051,0.874612,0.868191,0.861789,0.855404,0.849038,0.842689,0.836359,0.830048,0.823754,0.817479,0.811222,0.804983,0.798763,0.792561,0.786378,0.780213,0.774067,0.767939,0.76183,0.75574,0.749668,0.743615,0.737581,0.731565,0.725569,0.719591,0.713632,0.707692,0.701771,0.695869,0.689986,0.684122,0.678278,0.672452,0.666646,0.660858,0.655091,0.649342,0.643613,0.637903,0.632213,0.626542,0.620891,0.615259,0.609647,0.604054,0.598481,0.592928,0.587395,0.581882,0.576388,0.570914,0.56546,0.560027,0.554613,0.54922,0.543846,0.538493,0.53316,0.527847,0.522555,0.517283,0.512031,0.5068,0.501589,0.496399,0.49123,0.486081,0.480953,0.475846,0.47076,0.465695,0.46065,0.455627,0.450624,0.445643,0.440683,0.435744,0.430826,0.42593,0.421055,0.416201,0.411369,0.406559,0.40177,0.397003,0.392258,0.387534,0.382832,0.378153,0.373495,0.368859,0.364246,0.359654,0.355085,0.350539,0.346014,0.341512,0.337033,0.332576,0.328142,0.323731,0.319343,0.314977,0.310634,0.306315,0.302018,0.297745,0.293495,0.289269,0.285066,0.280886,0.27673,0.272598,0.268489,0.264405,0.260344,0.256307,0.252295,0.248306,0.244342,0.240403,0.236487,0.232597,0.228731,0.22489,0.221074,0.217282,0.213516,0.209775,0.20606,0.202369,0.198704,0.195065,0.191452,0.187864,0.184303,0.180767,0.177258,0.173775,0.170318,0.166888,0.163485,0.160109,0.156759,0.153437,0.150141,0.146874,0.143633,0.140421,0.137236,0.134079,0.13095,0.12785,0.124778,0.121735,0.11872,0.115734,0.112778,0.10985,0.106953,0.104085,0.101246,0.098438,0.09566,0.092913,0.090196,0.08751,0.084855,0.082231,0.079639,0.077079,0.074551,0.072055,0.069592,0.067162,0.064765,0.062401,0.06007,0.057774,0.055512,0.053285,0.051093,0.048936,0.046815,0.04473,0.042681,0.040669,0.038695,0.036758,0.034859,0.033,0.031179,0.029398,0.027657,0.025957,0.024299,0.022682,0.021109,0.019579,0.018093,0.016653,0.015259,0.013911,0.012612,0.011362,0.010162,0.009014,0.00792,0.00688,0.005897,0.004973,0.004111,0.003312,0.002581,0.001922,0.00134,0.000841,0.000437,0.000142,0.0
06-2024,1.0,0.994426,0.988861,0.983303,0.977753,0.97221,0.966676,0.961149,0.955631,0.95012,0.944617,0.939123,0.933636,0.928158,0.922687,0.917225,0.91177,0.906324,0.900886,0.895456,0.890035,0.884621,0.879216,0.873819,0.868431,0.863051,0.857679,0.852316,0.846961,0.841614,0.836276,0.830946,0.825625,0.820313,0.815009,0.809714,0.804427,0.799149,0.79388,0.788619,0.783367,0.778124,0.77289,0.767665,0.762448,0.75724,0.752042,0.746852,0.741671,0.7365,0.731337,0.726183,0.721039,0.715904,0.710777,0.705661,0.700553,0.695455,0.690366,0.685286,0.680216,0.675155,0.670103,0.665061,0.660029,0.655006,0.649993,0.644989,0.639996,0.635011,0.630037,0.625072,0.620118,0.615173,0.610238,0.605313,0.600398,0.595493,0.590598,0.585713,0.580838,0.575973,0.571119,0.566275,0.561442,0.556618,0.551806,0.547003,0.542211,0.53743,0.532659,0.527899,0.52315,0.518411,0.513683,0.508966,0.50426,0.499565,0.494881,0.490208,0.485546,0.480895,0.476256,0.471627,0.46701,0.462405,0.45781,0.453228,0.448656,0.444097,0.439549,0.435013,0.430488,0.425976,0.421475,0.416986,0.41251,0.408045,0.403593,0.399153,0.394725,0.39031,0.385907,0.381516,0.377138,0.372773,0.36842,0.364081,0.359754,0.35544,0.351139,0.346852,0.342577,0.338316,0.334068,0.329834,0.325613,0.321406,0.317212,0.313032,0.308867,0.304715,0.300577,0.296453,0.292344,0.288249,0.284169,0.280103,0.276052,0.272016,0.267994,0.263988,0.259996,0.25602,0.25206,0.248115,0.244185,0.240271,0.236373,0.232491,0.228625,0.224776,0.220943,0.217126,0.213326,0.209543,0.205777,0.202028,0.198296,0.194582,0.190885,0.187206,0.183546,0.179903,0.176279,0.172673,0.169086,0.165518,0.161968,0.158439,0.154928,0.151438,0.147968,0.144517,0.141087,0.137678,0.13429,0.130923,0.127578,0.124254,0.120953,0.117673,0.114417,0.111183,0.107973,0.104787,0.101624,0.098486,0.095373,0.092284,0.089222,0.086185,0.083175,0.080192,0.077237,0.074309,0.07141,0.06854,0.0657,0.06289,0.060111,0.057364,0.05465,0.051968,0.049321,0.046709,0.044133,0.041594,0.039093,0.036631,0.03421,0.031831,0.029496,0.027206,0.024963,0.02277,0.020628,0.018541,0.01651,0.01454,0.012635,0.010799,0.009038,0.007359,0.005772,0.004287,0.002921,0.001702,0.000675,0.0
07-2024,1.0,0.993375,0.986767,0.980175,0.973599,0.96704,0.960497,0.95397,0.94746,0.940966,0.934489,0.928028,0.921584,0.915157,0.908746,0.902352,0.895974,0.889613,0.883269,0.876942,0.870631,0.864338,0.858061,0.851801,0.845558,0.839332,0.833123,0.826931,0.820756,0.814598,0.808458,0.802334,0.796228,0.790139,0.784067,0.778013,0.771976,0.765956,0.759954,0.753969,0.748002,0.742052,0.73612,0.730205,0.724308,0.718428,0.712567,0.706723,0.700897,0.695089,0.689298,0.683526,0.677771,0.672034,0.666316,0.660615,0.654933,0.649269,0.643622,0.637995,0.632385,0.626794,0.621221,0.615666,0.61013,0.604613,0.599113,0.593633,0.588171,0.582728,0.577303,0.571897,0.56651,0.561142,0.555793,0.550463,0.545151,0.539859,0.534586,0.529332,0.524097,0.518881,0.513685,0.508508,0.50335,0.498212,0.493093,0.487994,0.482915,0.477855,0.472815,0.467794,0.462793,0.457813,0.452852,0.447911,0.44299,0.438089,0.433209,0.428348,0.423508,0.418688,0.413889,0.40911,0.404352,0.399614,0.394897,0.3902,0.385525,0.38087,0.376236,0.371623,0.367031,0.36246,0.357911,0.353382,0.348875,0.34439,0.339926,0.335483,0.331062,0.326663,0.322285,0.317929,0.313596,0.309284,0.304994,0.300726,0.296481,0.292258,0.288058,0.283879,0.279724,0.275591,0.271481,0.267394,0.263329,0.259288,0.25527,0.251275,0.247303,0.243355,0.239431,0.235529,0.231652,0.227798,0.223969,0.220163,0.216382,0.212624,0.208891,0.205183,0.201499,0.19784,0.194206,0.190596,0.187012,0.183453,0.179919,0.17641,0.172927,0.16947,0.166039,0.162634,0.159255,0.155902,0.152575,0.149275,0.146002,0.142756,0.139536,0.136344,0.133179,0.130042,0.126932,0.123851,0.120797,0.117772,0.114775,0.111806,0.108867,0.105956,0.103075,0.100223,0.097401,0.094608,0.091846,0.089114,0.086413,0.083742,0.081103,0.078495,0.075918,0.073374,0.070861,0.068381,0.065934,0.06352,0.061139,0.058792,0.056479,0.054201,0.051957,0.049749,0.047576,0.045439,0.043339,0.041276,0.03925,0.037262,0.035312,0.033401,0.03153,0.029699,0.027909,0.02616,0.024453,0.022789,0.021169,0.019594,0.018064,0.01658,0.015144,0.013756,0.012418,0.011132,0.009898,0.008718,0.007595,0.00653,0.005526,0.004584,0.00371,0.002906,0.002176,0.001528,0.000968,0.000509,0.00017,0.0
08-2024,1.0,0.994677,0.989361,0.984051,0.978746,0.973448,0.968156,0.962871,0.957591,0.952318,0.947051,0.94179,0.936536,0.931288,0.926046,0.92081,0.915581,0.910359,0.905142,0.899933,0.894729,0.889532,0.884342,0.879158,0.873981,0.86881,0.863646,0.858488,0.853337,0.848193,0.843055,0.837924,0.8328,0.827683,0.822572,0.817468,0.812371,0.807281,0.802198,0.797121,0.792052,0.786989,0.781934,0.776885,0.771844,0.766809,0.761782,0.756761,0.751748,0.746742,0.741743,0.736751,0.731767,0.72679,0.72182,0.716857,0.711902,0.706954,0.702014,0.697081,0.692156,0.687238,0.682327,0.677424,0.672529,0.667641,0.662761,0.657889,0.653024,0.648168,0.643319,0.638477,0.633644,0.628818,0.624001,0.619191,0.61439,0.609596,0.604811,0.600033,0.595264,0.590503,0.58575,0.581005,0.576269,0.571541,0.566821,0.56211,0.557407,0.552713,0.548027,0.54335,0.538681,0.534022,0.52937,0.524728,0.520094,0.515469,0.510853,0.506246,0.501648,0.497059,0.492479,0.487908,0.483346,0.478794,0.474251,0.469717,0.465192,0.460677,0.456171,0.451675,0.447188,0.442711,0.438244,0.433786,0.429339,0.424901,0.420473,0.416055,0.411647,0.407249,0.402861,0.398484,0.394116,0.389759,0.385413,0.381077,0.376751,0.372437,0.368132,0.363839,0.359557,0.355285,0.351024,0.346775,0.342536,0.338309,0.334093,0.329888,0.325695,0.321513,0.317344,0.313185,0.309039,0.304904,0.300782,0.296671,0.292573,0.288487,0.284413,0.280352,0.276303,0.272267,0.268244,0.264233,0.260236,0.256252,0.252281,0.248323,0.244379,0.240449,0.236532,0.232629,0.22874,0.224865,0.221005,0.217158,0.213327,0.20951,0.205708,0.201921,0.198149,0.194392,0.190651,0.186925,0.183216,0.179522,0.175845,0.172184,0.16854,0.164912,0.161302,0.157708,0.154133,0.150575,0.147034,0.143512,0.140009,0.136524,0.133058,0.129612,0.126184,0.122777,0.11939,0.116023,0.112678,0.109353,0.10605,0.102769,0.09951,0.096273,0.09306,0.089871,0.086706,0.083565,0.080449,0.077359,0.074295,0.071258,0.068249,0.065268,0.062315,0.059393,0.0565,0.05364,0.050811,0.048016,0.045256,0.042531,0.039843,0.037193,0.034583,0.032015,0.02949,0.027011,0.02458,0.022199,0.019871,0.017601,0.015392,0.013249,0.011178,0.009187,0.007284,0.005483,0.003802,0.002269,0.000939,0.0
