contract_id,contract_type,side,seller_id,branch_code,currency,notional,rate_type,interest_rate,settlement_date,maturity_date,tenor_months,payment_frequency,day_count,business_day_convention,amortization_type,prepayment_allowed,prepayment_penalty,guarantee_type,rating
CNT-8E5BAA697874,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,USD,24465918,fixed,0.00725,2025-01-10,2027-03-31,27,annual,ACT/365,,,,,,
CNT-B571C5E78C4D,PAM,ASSET,SLR-US-005,FR,GBP,6683326,floating,0.06937,2025-04-19,2042-12-16,215,semiannual,30/360,Preceding,bullet,False,0.0015,mortgage,BBB
CNT-E9AE2A6825F3,PAM,ASSET,SLR-DE-008,FR,USD,9332111,floating,0.07633,2022-03-18,2031-05-30,112,semiannual,ACT/ACT,ModifiedFollowing,bullet,False,0.0182,commercial,BBB
CNT-DE8F4BB7456E,ANNUITE,ASSET,SLR-US-008,DE,GBP,85087,floating,0.06497,2024-05-22,2039-08-02,185,semiannual,30/360,ModifiedFollowing,constant_installment,False,0.0173,none,AAA
CNT-4F8EBBD40161,MORTGAGE,ASSET,SLR-FR-005,FR,USD,7666584,fixed,0.05651,2026-03-06,2044-12-26,229,annual,ACT/365,ModifiedFollowing,bullet,False,0.0009,none,NR
CNT-DF82DB2C80CF,MORTGAGE,ASSET,SLR-FR-009,US,USD,3089292,fixed,0.04881,2023-05-13,2044-08-20,259,semiannual,30/360,ModifiedFollowing,linear,False,0,personal,AAA
CNT-16E3A0A81E47,PAM,ASSET,SLR-US-001,FR,USD,3771671,fixed,0.04738,2023-01-17,2028-08-18,68,semiannual,ACT/365,Preceding,constant_installment,True,0.0076,mortgage,B
CNT-689D7CD0E571,REVOLVER,ASSET,SLR-US-006,ES,GBP,7916960,floating,0.0659,2022-08-29,2024-12-16,28,monthly,ACT/360,Preceding,bullet,False,0,personal,B
CNT-1F5D69A3E52B,TERM_DEPOSIT,PASSIF,,ES,EUR,38294303,fixed,0.02565,2024-12-02,2029-09-07,58,annual,ACT/365,,,,,,
CNT-0AE311961246,MORTGAGE,ASSET,SLR-ES-012,ES,EUR,5851450,floating,0.05446,2021-12-02,2041-05-21,237,quarterly,ACT/360,Preceding,bullet,False,0.0064,personal,AAA
CNT-DAB1F4284841,PAM,ASSET,SLR-FR-001,US,GBP,9659678,fixed,0.05669,2023-08-18,2045-06-23,266,monthly,30/360,ModifiedFollowing,bullet,False,0,commercial,NR
CNT-6938F961C83B,MORTGAGE,ASSET,SLR-ES-014,ES,GBP,59044,fixed,0.04258,2024-08-11,2031-10-04,87,annual,30/360,Preceding,bullet,False,0.0192,none,AAA
CNT-B54F70EAA7EB,ANNUITE,ASSET,SLR-FR-004,ES,USD,4401018,floating,0.0728,2022-06-03,2039-09-02,210,semiannual,ACT/360,Following,linear,False,0,mortgage,NR
CNT-30E2ABF08CAD,MORTGAGE,ASSET,SLR-FR-015,DE,GBP,614657,floating,0.06271,2021-07-09,2039-12-02,224,quarterly,ACT/365,ModifiedFollowing,linear,False,0,mortgage,AAA
CNT-68E96F1C5E81,MORTGAGE,ASSET,SLR-DE-010,DE,USD,47367,floating,0.07639,2021-07-03,2045-03-29,289,annual,30/360,Preceding,constant_installment,True,0.0085,mortgage,AAA
CNT-EB894DEEAD83,ANNUITE,ASSET,SLR-FR-010,ES,EUR,9348249,fixed,0.04168,2025-01-16,2043-03-13,221,semiannual,ACT/365,Preceding,linear,False,0,none,B
CNT-11CE44DC6F89,MORTGAGE,ASSET,SLR-FR-009,DE,EUR,1862527,fixed,0.04396,2021-08-04,2043-12-07,272,semiannual,30/360,ModifiedFollowing,linear,True,0,none,AAA
CNT-37B5B5C11097,BULLET,ASSET,SLR-ES-008,DE,USD,4352322,fixed,0.0455,2024-02-22,2027-11-03,45,monthly,ACT/365,ModifiedFollowing,linear,False,0.0176,mortgage,B
CNT-6EA4ECB6A17D,PAM,ASSET,SLR-ES-015,US,USD,4515882,floating,0.078,2022-11-15,2047-09-05,302,quarterly,ACT/ACT,Preceding,bullet,False,0.0023,none,B
CNT-652AD0CFE637,MORTGAGE,ASSET,SLR-ES-001,ES,GBP,3929984,fixed,0.05883,2021-09-23,2031-09-01,121,quarterly,ACT/360,Following,linear,False,0,mortgage,AAA
CNT-3A43CF995390,ANNUITE,ASSET,SLR-ES-002,DE,GBP,1658950,floating,0.06758,2025-05-19,2044-10-06,236,annual,ACT/360,Following,bullet,False,0.0123,none,NR
CNT-F7C8B41795E2,PAM,ASSET,SLR-US-012,US,GBP,8524273,fixed,0.05945,2025-05-25,2033-08-11,100,semiannual,ACT/365,Preceding,constant_installment,True,0.0022,commercial,BB
CNT-072E6529B44C,BULLET,ASSET,SLR-US-008,US,EUR,5936678,floating,0.05511,2023-07-11,2028-05-15,59,semiannual,ACT/360,Preceding,constant_installment,True,0,personal,BB
CNT-83A6A852FAF0,PAM,ASSET,SLR-DE-005,FR,EUR,9055857,floating,0.06413,2021-09-14,2024-06-30,34,monthly,ACT/360,ModifiedFollowing,constant_installment,False,0,none,AA
CNT-2C5C45763955,DEMAND_DEPOSIT,PASSIF,,ES,USD,47470025,fixed,0.02982,2023-07-17,,,monthly,ACT/365,,,,,,
CNT-F70C664AAAA6,PAM,ASSET,SLR-US-011,US,USD,2749588,fixed,0.05634,2021-12-06,2032-09-09,131,monthly,ACT/365,Following,bullet,False,0.0111,mortgage,BBB
CNT-292E74AD060D,PAM,ASSET,SLR-ES-003,FR,USD,2763622,fixed,0.04214,2025-12-12,2053-07-18,336,monthly,ACT/360,ModifiedFollowing,linear,False,0.0131,commercial,A
CNT-E4BF1681FFD8,MORTGAGE,ASSET,SLR-US-008,FR,GBP,9657562,fixed,0.03609,2025-06-23,2046-10-01,259,semiannual,30/360,Preceding,linear,True,0,mortgage,BB
CNT-14A1FF01E95B,REVOLVER,ASSET,SLR-DE-009,ES,GBP,9462617,floating,0.0659,2025-09-23,2026-10-18,13,semiannual,ACT/365,ModifiedFollowing,bullet,False,0.0088,mortgage,A
CNT-22EEECE6D942,PAM,ASSET,SLR-ES-014,US,EUR,5154477,floating,0.05501,2025-06-27,2047-01-03,262,annual,ACT/365,ModifiedFollowing,linear,False,0.0188,commercial,A
CNT-E6642EA81DBE,ANNUITE,ASSET,SLR-FR-005,US,USD,6101887,floating,0.07541,2023-06-22,2033-03-31,119,semiannual,ACT/365,Following,constant_installment,True,0.0102,commercial,A
CNT-52FBC33B0670,REVOLVER,ASSET,SLR-DE-015,ES,GBP,1389327,fixed,0.04,2023-07-11,2024-08-04,13,quarterly,30/360,Following,bullet,True,0,commercial,B
CNT-F02D9AB87616,REVOLVER,ASSET,SLR-ES-002,DE,USD,3611321,floating,0.06828,2023-06-17,2027-02-26,45,quarterly,ACT/ACT,Preceding,linear,False,0,personal,AA
CNT-19B4373E80FD,PAM,ASSET,SLR-DE-004,US,USD,3542673,fixed,0.07407,2024-08-25,2034-03-06,116,quarterly,ACT/365,ModifiedFollowing,linear,True,0,commercial,AA
CNT-EBB385A71DD8,ANNUITE,ASSET,SLR-ES-014,US,EUR,8021243,floating,0.05433,2025-12-01,2034-02-17,100,annual,ACT/360,Following,linear,False,0.0042,mortgage,AA
CNT-92ED9893A713,PAM,ASSET,SLR-DE-015,FR,USD,5989028,fixed,0.0584,2022-05-14,2050-03-18,339,annual,ACT/360,Following,linear,False,0.0154,mortgage,AAA
CNT-672B5EC72B29,MORTGAGE,ASSET,SLR-ES-009,ES,USD,1682870,fixed,0.0449,2021-09-17,2048-10-25,330,quarterly,30/360,ModifiedFollowing,bullet,True,0,none,BBB
CNT-9630AAC5D905,PAM,ASSET,SLR-US-013,ES,GBP,5189115,floating,0.06188,2025-02-04,2040-04-16,185,annual,30/360,Preceding,constant_installment,True,0.0054,personal,AA
CNT-AC20CE5A23A0,ANNUITE,ASSET,SLR-DE-003,DE,EUR,1369759,fixed,0.02098,2022-05-17,2041-07-06,233,quarterly,30/360,ModifiedFollowing,linear,True,0,personal,AAA
CNT-1A262E5B5B28,MORTGAGE,ASSET,SLR-FR-001,US,GBP,8065100,floating,0.06306,2023-05-17,2035-06-13,147,annual,30/360,Following,linear,True,0,commercial,BB
CNT-6999261C7052,DEMAND_DEPOSIT,PASSIF,,DE,EUR,10937631,fixed,0.01283,2025-07-26,,,monthly,ACT/365,,,,,,
CNT-13453952408D,MORTGAGE,ASSET,SLR-DE-008,US,EUR,9789556,fixed,0.03536,2022-09-01,2046-01-28,285,semiannual,ACT/360,Preceding,linear,True,0,commercial,BBB
CNT-C18A1C5B3D68,ANNUITE,ASSET,SLR-DE-012,US,USD,955320,floating,0.07782,2025-08-05,2034-01-20,103,monthly,ACT/365,ModifiedFollowing,constant_installment,True,0.0093,commercial,AAA
CNT-DC38F74B3F2B,REVOLVER,ASSET,SLR-US-006,US,EUR,7917945,fixed,0.0255,2024-02-17,2027-02-01,36,monthly,30/360,Following,constant_installment,False,0.007,mortgage,AA
CNT-630D8DF6287A,REVOLVER,ASSET,SLR-DE-008,US,USD,7577005,fixed,0.05081,2022-08-11,2026-06-21,47,semiannual,ACT/365,Preceding,linear,False,0,none,AA
CNT-1AFD014A654B,MORTGAGE,ASSET,SLR-FR-007,US,EUR,7972116,fixed,0.03628,2025-06-10,2038-06-02,158,monthly,ACT/360,Preceding,bullet,True,0.0041,none,AAA
CNT-61C9C904F5B4,PAM,ASSET,SLR-FR-004,FR,USD,7632896,fixed,0.04148,2022-06-01,2038-08-06,197,semiannual,ACT/360,Following,bullet,True,0,commercial,A
CNT-6D25C056F351,TERM_DEPOSIT,PASSIF,,US,USD,19934268,fixed,0.00968,2025-10-05,2027-10-25,25,quarterly,ACT/365,,,,,,
CNT-3717FF470EA2,BULLET,ASSET,SLR-DE-009,FR,EUR,4743476,floating,0.05451,2025-04-21,2027-04-11,24,annual,ACT/360,ModifiedFollowing,constant_installment,False,0,commercial,B
CNT-F8313869785F,PAM,ASSET,SLR-FR-014,US,GBP,5112488,floating,0.06074,2022-08-01,2039-11-30,211,semiannual,ACT/365,ModifiedFollowing,linear,True,0,personal,B
CNT-A8C9A1F7A2D0,MORTGAGE,ASSET,SLR-US-004,DE,USD,7557984,floating,0.07049,2023-03-17,2034-04-18,135,semiannual,ACT/360,ModifiedFollowing,linear,False,0,personal,A
CNT-AB0608F5B1B7,CERTIFICATE_OF_DEPOSIT,PASSIF,,ES,EUR,25516451,fixed,0.00523,2025-12-06,2026-05-05,5,quarterly,ACT/365,,,,,,
CNT-8F2CFDDFCCA0,TERM_DEPOSIT,PASSIF,,FR,EUR,17127307,fixed,0.00459,2024-05-29,2029-05-03,60,monthly,ACT/365,,,,,,
CNT-0338E20F2157,BULLET,ASSET,SLR-ES-004,DE,EUR,1030147,floating,0.06951,2022-03-31,2025-09-11,42,monthly,ACT/360,ModifiedFollowing,bullet,False,0.0197,personal,BBB
CNT-32F5C7D32213,ANNUITE,ASSET,SLR-ES-007,DE,GBP,7542148,floating,0.06766,2022-12-21,2031-10-05,107,semiannual,ACT/360,ModifiedFollowing,bullet,False,0.0126,none,B
CNT-799B18E04739,ANNUITE,ASSET,SLR-FR-002,DE,USD,6781054,fixed,0.0591,2023-04-22,2041-01-17,216,semiannual,30/360,Preceding,constant_installment,False,0.0096,personal,NR
CNT-4E69049874F0,PAM,ASSET,SLR-FR-011,DE,GBP,9125625,fixed,0.0512,2021-05-18,2036-04-29,182,semiannual,ACT/365,Following,linear,True,0.0171,mortgage,BBB
CNT-0072658CAF0D,MORTGAGE,ASSET,SLR-DE-013,US,GBP,3639948,fixed,0.04345,2023-09-24,2048-02-15,297,monthly,30/360,Preceding,linear,False,0.0128,personal,A
CNT-D788CD93A138,BULLET,ASSET,SLR-US-012,US,USD,3431039,floating,0.06583,2021-08-16,2024-03-03,31,quarterly,ACT/ACT,Following,linear,True,0,mortgage,NR
CNT-113B6CE81492,BULLET,ASSET,SLR-ES-013,US,EUR,4858175,floating,0.0642,2025-10-17,2026-11-11,13,quarterly,ACT/ACT,ModifiedFollowing,constant_installment,True,0,personal,AA
CNT-3585067BA062,BULLET,ASSET,SLR-US-005,FR,GBP,1543327,floating,0.06071,2023-08-20,2024-01-17,5,monthly,ACT/360,Preceding,constant_installment,True,0.002,mortgage,BBB
CNT-7C2255AE8838,MORTGAGE,ASSET,SLR-US-014,US,GBP,3938017,floating,0.068,2023-07-11,2048-05-30,303,annual,ACT/360,ModifiedFollowing,constant_installment,True,0,commercial,AAA
CNT-41693FA47D23,PAM,ASSET,SLR-ES-015,DE,USD,37170,floating,0.06938,2022-11-10,2043-07-23,252,monthly,30/360,Preceding,linear,True,0,commercial,BBB
CNT-6F9D2FD6DA6A,PAM,ASSET,SLR-FR-001,DE,EUR,5692985,floating,0.05006,2021-10-13,2026-09-17,60,monthly,30/360,ModifiedFollowing,linear,True,0,personal,NR
CNT-A5A330100944,BULLET,ASSET,SLR-US-007,US,EUR,711917,floating,0.06658,2024-05-28,2027-07-12,38,monthly,30/360,Preceding,linear,False,0.0158,none,AAA
CNT-F57DD0686747,REVOLVER,ASSET,SLR-ES-010,ES,USD,1853537,floating,0.06559,2024-08-12,2025-12-05,16,monthly,30/360,ModifiedFollowing,linear,True,0.0149,mortgage,AAA
CNT-06433A72376D,ANNUITE,ASSET,SLR-FR-014,FR,EUR,2049151,floating,0.06262,2023-10-07,2035-05-07,141,monthly,30/360,ModifiedFollowing,linear,True,0.0051,mortgage,NR
CNT-C954CC73675B,ANNUITE,ASSET,SLR-US-006,FR,USD,2638677,fixed,0.06824,2022-03-06,2026-06-13,52,semiannual,ACT/365,Preceding,bullet,True,0,commercial,A
CNT-F05E77B49A0B,COMMERCIAL_LOAN,ASSET,SLR-DE-005,FR,EUR,4235033,fixed,0.02567,2022-07-18,2029-09-09,87,annual,ACT/360,Following,constant_installment,True,0,commercial,B
CNT-6EAD1BA749BC,MORTGAGE,ASSET,SLR-FR-011,US,USD,2603279,fixed,0.04615,2026-02-05,2039-02-27,159,quarterly,ACT/360,Following,linear,True,0.0083,commercial,NR
CNT-5378890A249B,BULLET,ASSET,SLR-DE-003,DE,USD,2994443,floating,0.07827,2023-05-01,2026-04-15,36,monthly,ACT/ACT,Following,bullet,True,0,mortgage,BB
CNT-EB53807803DB,PAM,ASSET,SLR-DE-009,DE,GBP,7544860,floating,0.06391,2021-12-11,2040-06-04,225,quarterly,ACT/ACT,Following,bullet,True,0.0142,commercial,B
CNT-467712463C48,MORTGAGE,ASSET,SLR-FR-012,ES,EUR,8277067,fixed,0.05168,2025-07-03,2041-03-11,191,semiannual,ACT/365,ModifiedFollowing,bullet,False,0.0182,mortgage,BBB
CNT-874460DD5222,REVOLVER,ASSET,SLR-FR-015,FR,EUR,4282595,floating,0.05689,2025-04-03,2026-10-25,19,quarterly,ACT/ACT,Following,linear,True,0.0154,commercial,A
CNT-679EC450C305,BULLET,ASSET,SLR-ES-009,ES,GBP,5129047,floating,0.065,2021-11-19,2022-10-15,11,annual,ACT/365,ModifiedFollowing,bullet,False,0.0038,none,B
CNT-F145345BDE92,MORTGAGE,ASSET,SLR-FR-008,FR,USD,9463234,fixed,0.05663,2024-07-18,2045-07-28,256,quarterly,ACT/360,Following,linear,False,0.0067,personal,AA
CNT-B534C387C287,ANNUITE,ASSET,SLR-FR-009,DE,EUR,6979139,fixed,0.05045,2021-08-13,2038-11-12,210,semiannual,ACT/365,Preceding,bullet,True,0.0195,personal,NR
CNT-7B3F25B5DA32,MORTGAGE,ASSET,SLR-FR-011,US,EUR,7840364,fixed,0.05238,2022-08-11,2037-04-24,179,monthly,ACT/365,Preceding,constant_installment,False,0.002,mortgage,AAA
CNT-5CCD40B84F0E,PAM,ASSET,SLR-US-005,ES,GBP,2589714,fixed,0.04522,2025-01-02,2052-09-07,337,quarterly,ACT/365,Following,bullet,True,0,commercial,B
CNT-C139514CCB7A,TERM_DEPOSIT,PASSIF,,DE,EUR,42797813,fixed,0.03126,2024-01-31,2027-02-14,37,quarterly,ACT/365,,,,,,
CNT-E78FBF4FFEB8,SAVINGS,PASSIF,,US,EUR,4178837,fixed,0.0323,2025-10-31,2030-06-07,56,monthly,ACT/365,,,,,,
CNT-64B3A5341A65,ANNUITE,ASSET,SLR-US-009,US,EUR,8199325,fixed,0.02557,2024-12-05,2026-08-27,21,annual,ACT/365,ModifiedFollowing,bullet,False,0,commercial,B
CNT-7CBD335D36C6,PAM,ASSET,SLR-FR-011,DE,GBP,2777589,fixed,0.06454,2021-04-22,2038-04-23,207,annual,ACT/360,Preceding,bullet,True,0,personal,AAA
CNT-E2A2FA2BFE55,MORTGAGE,ASSET,SLR-US-012,DE,EUR,4475002,floating,0.05553,2021-06-04,2029-08-21,100,semiannual,ACT/360,Preceding,linear,True,0.0134,mortgage,B
CNT-96CE361AAC0B,PAM,ASSET,SLR-ES-002,ES,EUR,1071027,fixed,0.05488,2023-11-17,2046-02-19,271,quarterly,ACT/365,ModifiedFollowing,linear,False,0.0131,mortgage,AA
CNT-AC652D444BFC,MORTGAGE,ASSET,SLR-DE-007,FR,USD,9899101,floating,0.07695,2023-06-24,2033-12-28,128,semiannual,ACT/365,Preceding,constant_installment,True,0,mortgage,A
CNT-9F24D0B5CCFC,ANNUITE,ASSET,SLR-FR-005,DE,GBP,168107,floating,0.06122,2025-07-24,2029-09-01,50,monthly,30/360,ModifiedFollowing,constant_installment,False,0.0074,none,B
CNT-341BD05D1E99,BULLET,ASSET,SLR-US-012,FR,GBP,7242933,floating,0.06934,2022-11-10,2025-01-28,27,quarterly,ACT/365,Following,bullet,True,0,personal,B
CNT-238CE2B83AFA,ANNUITE,ASSET,SLR-ES-015,FR,EUR,6204693,floating,0.06318,2023-12-13,2043-01-02,232,annual,ACT/ACT,Preceding,bullet,True,0,mortgage,AA
CNT-31699D57EDE3,MORTGAGE,ASSET,SLR-DE-008,US,USD,1603349,fixed,0.04884,2022-01-20,2032-01-28,122,monthly,ACT/ACT,ModifiedFollowing,linear,False,0,personal,A
CNT-8EB634E7D64B,ANNUITE,ASSET,SLR-ES-008,ES,USD,5710785,fixed,0.05348,2023-10-15,2027-04-27,43,semiannual,ACT/360,Preceding,constant_installment,False,0,none,AA
CNT-4812C6235AB4,MORTGAGE,ASSET,SLR-ES-008,US,GBP,8625090,fixed,0.06584,2022-05-17,2041-12-03,238,monthly,ACT/365,ModifiedFollowing,bullet,True,0,personal,B
CNT-4B2779E88D40,SAVINGS,PASSIF,,US,GBP,28897752,fixed,0.03166,2025-01-28,2027-05-18,28,monthly,ACT/365,,,,,,
CNT-E84BFB6F83D4,MORTGAGE,ASSET,SLR-DE-002,DE,GBP,8961197,fixed,0.04683,2022-06-26,2050-06-29,341,semiannual,ACT/360,Preceding,bullet,False,0,none,A
CNT-D953E11B79BD,MORTGAGE,ASSET,SLR-DE-008,DE,EUR,5944384,fixed,0.05445,2025-12-28,2049-05-26,285,annual,30/360,Preceding,bullet,True,0.0109,commercial,BB
CNT-CB495D5ED9D5,REVOLVER,ASSET,SLR-US-014,US,USD,9604183,fixed,0.05143,2024-11-12,2027-12-27,38,monthly,30/360,ModifiedFollowing,constant_installment,False,0,none,AA
CNT-509BE67F2929,BULLET,ASSET,SLR-FR-001,DE,EUR,174119,fixed,0.04866,2022-03-07,2024-06-24,28,quarterly,ACT/360,Following,bullet,False,0.011,personal,AA
CNT-0C8B57F3C62C,PAM,ASSET,SLR-FR-014,FR,USD,1047381,floating,0.06799,2021-07-02,2026-05-07,59,annual,30/360,Preceding,bullet,False,0.0136,mortgage,A
CNT-F944087E1A66,SAVINGS,PASSIF,,DE,EUR,49542167,fixed,0.0191,2024-07-21,2024-08-20,1,monthly,ACT/365,,,,,,
CNT-C1E04CE9E0C3,DEMAND_DEPOSIT,PASSIF,,US,GBP,33660148,fixed,0.03566,2023-11-02,,,monthly,ACT/365,,,,,,
CNT-E64C01A34304,PAM,ASSET,SLR-FR-013,FR,EUR,4073867,floating,0.06719,2022-03-27,2032-07-02,125,monthly,ACT/365,ModifiedFollowing,bullet,False,0,commercial,BBB
CNT-964B847C6240,CERTIFICATE_OF_DEPOSIT,PASSIF,,DE,EUR,48265893,fixed,0.03326,2024-04-21,2025-04-16,12,quarterly,ACT/365,,,,,,
CNT-32A1F94AF39E,ANNUITE,ASSET,SLR-US-010,DE,GBP,6067022,floating,0.06516,2022-03-15,2023-07-08,16,monthly,30/360,ModifiedFollowing,bullet,False,0,personal,AA
CNT-E5AAB89FEB51,COMMERCIAL_LOAN,ASSET,SLR-US-012,ES,USD,4366797,floating,0.07473,2025-10-31,2029-01-13,39,monthly,ACT/365,Following,bullet,False,0.0103,personal,A
CNT-DBF72F044DD4,BULLET,ASSET,SLR-ES-014,FR,EUR,9273935,fixed,0.05527,2022-06-29,2022-09-27,3,monthly,ACT/ACT,Following,constant_installment,True,0.011,personal,B
CNT-702658289619,MORTGAGE,ASSET,SLR-ES-007,FR,EUR,8498488,floating,0.06133,2022-11-14,2031-03-02,101,monthly,ACT/ACT,Preceding,linear,True,0,none,AAA
CNT-CAE78C37B97F,COMMERCIAL_LOAN,ASSET,SLR-ES-003,US,USD,143618,floating,0.07131,2025-08-13,2036-02-17,128,annual,ACT/ACT,Preceding,constant_installment,True,0,personal,A
CNT-C3841C7FB070,PAM,ASSET,SLR-FR-013,ES,EUR,6783017,fixed,0.04041,2021-04-20,2029-05-08,98,monthly,ACT/ACT,ModifiedFollowing,linear,True,0,commercial,A
CNT-4FC11E21028B,PAM,ASSET,SLR-US-012,ES,USD,7169274,fixed,0.06705,2021-09-15,2043-03-24,262,semiannual,ACT/360,ModifiedFollowing,constant_installment,False,0,personal,A
CNT-CF8309EB7ED6,REVOLVER,ASSET,SLR-US-011,DE,GBP,1850657,floating,0.06383,2023-08-21,2025-03-13,19,monthly,ACT/365,ModifiedFollowing,bullet,True,0,none,NR
CNT-82AB775FD0C3,REVOLVER,ASSET,SLR-US-013,ES,USD,404136,fixed,0.07137,2025-02-20,2027-04-11,26,annual,30/360,Preceding,constant_installment,False,0.0083,commercial,A
CNT-0B53D7703CBB,MORTGAGE,ASSET,SLR-US-010,US,USD,4253759,floating,0.06957,2023-03-04,2041-04-28,221,annual,ACT/360,Preceding,bullet,True,0,personal,A
CNT-E7466EB7D64B,CERTIFICATE_OF_DEPOSIT,PASSIF,,FR,USD,4380424,fixed,0.03304,2024-03-22,2025-09-13,18,quarterly,ACT/365,,,,,,
CNT-25671359571E,MORTGAGE,ASSET,SLR-ES-015,DE,USD,6985770,fixed,0.06818,2024-05-19,2052-03-23,339,annual,ACT/360,Preceding,constant_installment,False,0,commercial,AAA
CNT-33FFFFBEFB78,PAM,ASSET,SLR-DE-011,US,USD,4185927,fixed,0.07207,2024-09-18,2052-08-22,340,monthly,ACT/ACT,ModifiedFollowing,constant_installment,True,0.0145,commercial,BBB
CNT-18D7F3A6EE5D,ANNUITE,ASSET,SLR-US-004,FR,EUR,8379033,fixed,0.03684,2022-08-26,2042-01-13,236,quarterly,ACT/360,ModifiedFollowing,constant_installment,False,0,mortgage,NR
CNT-83897784DC0F,REVOLVER,ASSET,SLR-DE-005,US,GBP,2056881,floating,0.06585,2021-12-28,2023-12-18,24,quarterly,30/360,Following,linear,False,0,personal,A
CNT-A4E4CA168952,MORTGAGE,ASSET,SLR-DE-014,US,USD,2278441,fixed,0.04792,2021-08-14,2046-12-01,308,quarterly,30/360,Preceding,linear,False,0,mortgage,BBB
CNT-47EE3047A69C,PAM,ASSET,SLR-DE-001,DE,GBP,8536370,floating,0.06509,2023-05-26,2044-05-05,255,semiannual,ACT/365,Preceding,bullet,False,0.0176,commercial,B
CNT-1661606305B8,PAM,ASSET,SLR-US-005,US,USD,4937612,fixed,0.0767,2023-11-09,2044-01-23,246,annual,ACT/360,Following,bullet,False,0,personal,AA
CNT-9F4C123B29D7,MORTGAGE,ASSET,SLR-ES-009,ES,USD,9103226,floating,0.07785,2022-06-28,2049-04-07,326,quarterly,30/360,Following,linear,True,0.0188,mortgage,AAA
CNT-EB63CADBB21B,COMMERCIAL_LOAN,ASSET,SLR-US-011,US,USD,4583154,fixed,0.04375,2021-12-16,2028-05-13,78,annual,ACT/ACT,ModifiedFollowing,linear,True,0,personal,NR
CNT-7A3E6B2C89A9,MORTGAGE,ASSET,SLR-DE-011,US,USD,9568240,floating,0.06873,2023-11-07,2030-12-30,87,monthly,ACT/365,Preceding,bullet,True,0.0118,none,A
CNT-614540B9890C,PAM,ASSET,SLR-FR-012,DE,USD,9536076,floating,0.06605,2023-09-05,2041-05-03,215,annual,ACT/360,Following,bullet,True,0,mortgage,BBB
CNT-081B6ED25C26,COMMERCIAL_LOAN,ASSET,SLR-DE-014,FR,GBP,3321458,fixed,0.04378,2022-06-18,2025-11-29,42,semiannual,ACT/365,Following,linear,True,0.0182,none,BB
CNT-CDACA678DA51,MORTGAGE,ASSET,SLR-US-012,ES,EUR,505550,floating,0.06945,2021-04-30,2028-03-24,84,monthly,ACT/ACT,Following,linear,False,0.0037,personal,NR
CNT-791ECF2D3115,PAM,ASSET,SLR-US-005,ES,EUR,2511542,fixed,0.05269,2024-06-12,2037-12-31,165,annual,30/360,Preceding,bullet,False,0.0079,none,NR
CNT-5E5B7EAAFBD1,REVOLVER,ASSET,SLR-US-003,US,GBP,2990562,floating,0.06141,2025-08-22,2030-05-28,58,annual,ACT/360,ModifiedFollowing,constant_installment,True,0,mortgage,AAA
CNT-710C682AD1F3,TERM_DEPOSIT,PASSIF,,US,EUR,15103609,fixed,0.03739,2023-10-30,2027-09-09,47,monthly,ACT/365,,,,,,
CNT-DF894740AA09,REVOLVER,ASSET,SLR-ES-012,ES,USD,7052167,floating,0.07433,2022-04-10,2023-09-02,17,monthly,ACT/ACT,ModifiedFollowing,linear,False,0,mortgage,BBB
CNT-9845B3314E5B,ANNUITE,ASSET,SLR-DE-005,FR,GBP,2743157,floating,0.06507,2021-07-04,2038-11-02,211,annual,ACT/365,Preceding,constant_installment,False,0,commercial,AAA
CNT-420106FBC558,MORTGAGE,ASSET,SLR-ES-013,DE,GBP,8034131,fixed,0.04971,2026-03-09,2034-09-23,104,monthly,30/360,Following,linear,False,0.0085,personal,B
CNT-0F9C1191D86C,ANNUITE,ASSET,SLR-ES-009,DE,USD,188314,floating,0.065,2024-12-17,2030-01-20,62,monthly,ACT/ACT,ModifiedFollowing,constant_installment,False,0.0062,none,B
CNT-E6B2DC8864F5,MORTGAGE,ASSET,SLR-DE-001,FR,GBP,4569069,floating,0.06487,2022-10-25,2049-03-07,321,quarterly,30/360,Following,bullet,True,0,commercial,BB
CNT-F6935FACEB24,MORTGAGE,ASSET,SLR-FR-009,ES,EUR,8249610,floating,0.05744,2023-03-19,2043-07-02,247,semiannual,ACT/ACT,Preceding,bullet,False,0.0043,personal,A
CNT-204FD09819D0,ANNUITE,ASSET,SLR-US-012,ES,EUR,2173689,fixed,0.02446,2025-05-08,2036-12-06,141,annual,ACT/365,Following,constant_installment,True,0,commercial,BBB
CNT-ACBA22E9F305,PAM,ASSET,SLR-DE-003,DE,USD,5298180,fixed,0.05125,2024-02-13,2049-02-01,304,quarterly,30/360,ModifiedFollowing,bullet,True,0.0085,personal,AA
CNT-D8AD6440DAF2,ANNUITE,ASSET,SLR-DE-007,US,USD,9328655,floating,0.06802,2025-05-04,2026-04-29,12,annual,30/360,Following,linear,True,0,commercial,A
CNT-A55EA4C9D40C,MORTGAGE,ASSET,SLR-DE-011,FR,GBP,4113905,fixed,0.0545,2022-07-03,2043-10-11,259,quarterly,ACT/360,Preceding,linear,True,0.0164,personal,BB
CNT-1E3A280DCF1C,ANNUITE,ASSET,SLR-ES-006,DE,GBP,7516325,fixed,0.05051,2025-01-05,2033-03-24,100,monthly,ACT/ACT,ModifiedFollowing,linear,True,0,none,BBB
