position_ref,product_type,branch,seller,currency,outstanding,origination_date,maturity_date,client_rate,risk_weight,profiles_json,rates_json
CNT-A6FACC07B970,pam,US,SLR-FR-010,EUR,7032366.0,2023-12-03,2037-04-23,0.05519,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-D12AAD015324,annuite,FR,SLR-FR-002,EUR,2156546.0,2022-01-13,2029-03-07,0.0239,1.0,"[0.988506, 0.965517, 0.931034, 0.862069, 0.724138, 0.586207, 0.310345, 0.034483, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-74534A22A37C,annuite,US,SLR-ES-010,EUR,9800757.0,2022-12-08,2024-12-27,0.06733,1.0,"[0.96, 0.88, 0.76, 0.52, 0.04, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-0163470EF882,term_deposit,ES,,USD,48037697.0,2023-08-16,2026-08-30,0.03582,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-BDBBA6B55EA7,mortgage,FR,SLR-DE-004,EUR,4599036.0,2025-01-06,2032-04-29,0.05009,1.0,"[0.988764, 0.966292, 0.932584, 0.865169, 0.730337, 0.595506, 0.325843, 0.05618, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-AC1E3584500B,mortgage,US,SLR-US-002,GBP,8919268.0,2025-02-13,2030-08-16,0.06892,1.0,"[0.985075, 0.955224, 0.910448, 0.820896, 0.641791, 0.462687, 0.104478, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-3959DD709D3C,pam,ES,SLR-ES-004,EUR,8738991.0,2022-11-05,2035-12-27,0.05912,1.0,"[0.99375, 0.98125, 0.9625, 0.925, 0.85, 0.775, 0.625, 0.475, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-F37C2A13AFFA,bullet,ES,SLR-US-008,EUR,8476346.0,2025-03-29,2029-04-07,0.02088,1.0,"[0.979592, 0.938776, 0.877551, 0.755102, 0.510204, 0.265306, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-3B196E592FA0,pam,FR,SLR-ES-001,EUR,9191874.0,2024-10-09,2044-05-27,0.05761,1.0,"[0.995816, 0.987448, 0.974895, 0.949791, 0.899582, 0.849372, 0.748954, 0.648536, 0.497908, 0.246862, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-6C1912A14AA3,pam,FR,SLR-US-013,GBP,1792809.0,2023-05-26,2036-03-18,0.03456,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-7507EB6A669D,pam,DE,SLR-DE-009,USD,1503219.0,2025-07-27,2036-05-30,0.06504,1.0,"[0.992424, 0.977273, 0.954545, 0.909091, 0.818182, 0.727273, 0.545455, 0.363636, 0.090909, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-6CBE04D6878D,pam,US,SLR-DE-003,EUR,5256354.0,2023-10-20,2036-12-10,0.03441,1.0,"[0.99375, 0.98125, 0.9625, 0.925, 0.85, 0.775, 0.625, 0.475, 0.25, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-0EF916ED0FF7,bullet,DE,SLR-FR-003,USD,6725084.0,2023-08-19,2024-10-12,0.06671,1.0,"[0.928571, 0.785714, 0.571429, 0.142857, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-610A98D19A98,annuite,DE,SLR-ES-010,GBP,7361152.0,2025-03-04,2042-12-30,0.06569,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-2D73A92D0A94,certificate_of_deposit,FR,,EUR,44962493.0,2024-06-05,2024-11-02,0.0112,1.0,"[1.0, 1.0, 0.0]","[0.029, 0.0298]"
CNT-C307B879B744,mortgage,US,SLR-DE-009,USD,6467158.0,2025-05-10,2050-06-28,0.05383,1.0,"[0.996732, 0.990196, 0.980392, 0.960784, 0.921569, 0.882353, 0.803922, 0.72549, 0.607843, 0.411765, 0.215686, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-3933B9CAA245,commercial_loan,US,SLR-FR-001,EUR,6775865.0,2021-08-10,2034-02-03,0.04573,1.0,"[0.993421, 0.980263, 0.960526, 0.921053, 0.842105, 0.763158, 0.605263, 0.447368, 0.210526, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-9A5A5BE24AAE,pam,ES,SLR-US-006,USD,12847.0,2021-07-23,2024-01-09,0.07336,1.0,"[0.966667, 0.9, 0.8, 0.6, 0.2, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-ECBAAA81043D,mortgage,ES,SLR-FR-007,GBP,3730299.0,2026-03-06,2050-01-29,0.06114,1.0,"[0.996564, 0.989691, 0.979381, 0.958763, 0.917526, 0.876289, 0.793814, 0.71134, 0.587629, 0.381443, 0.175258, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-B196464C5D83,pam,US,SLR-FR-007,EUR,3207381.0,2022-03-04,2032-03-11,0.05914,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-FF2F4F0432E1,bullet,FR,SLR-DE-014,GBP,8538410.0,2021-10-23,2026-05-30,0.06585,1.0,"[0.982143, 0.946429, 0.892857, 0.785714, 0.571429, 0.357143, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-17BCCFD07DCD,annuite,ES,SLR-ES-015,USD,6934719.0,2022-10-24,2040-09-19,0.067,1.0,"[0.995413, 0.986239, 0.972477, 0.944954, 0.889908, 0.834862, 0.724771, 0.614679, 0.449541, 0.174312, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-0E6E128D8BAA,commercial_loan,DE,SLR-ES-008,GBP,9443496.0,2023-07-01,2026-11-12,0.06761,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-16406CC76A77,pam,ES,SLR-DE-006,EUR,1050738.0,2022-04-26,2033-10-25,0.05293,1.0,"[0.992857, 0.978571, 0.957143, 0.914286, 0.828571, 0.742857, 0.571429, 0.4, 0.142857, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-F40DC2EB5D74,annuite,ES,SLR-FR-012,GBP,6411894.0,2024-01-07,2039-07-17,0.06664,1.0,"[0.994709, 0.984127, 0.968254, 0.936508, 0.873016, 0.809524, 0.68254, 0.555556, 0.365079, 0.047619, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-B8A59E6148C2,mortgage,FR,SLR-DE-002,GBP,3306204.0,2021-11-02,2049-09-06,0.06738,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-9BB66258A174,annuite,ES,SLR-DE-010,USD,2709938.0,2022-11-30,2035-07-25,0.06896,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-A991B1B0C126,revolver,ES,SLR-US-005,GBP,9240156.0,2024-03-07,2027-09-18,0.0679,1.0,"[0.976744, 0.930233, 0.860465, 0.72093, 0.44186, 0.162791, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-991A1E9C7768,revolver,DE,SLR-ES-010,GBP,3674903.0,2021-12-20,2024-09-05,0.06361,1.0,"[0.969697, 0.909091, 0.818182, 0.636364, 0.272727, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-3B0C70381CF0,annuite,ES,SLR-DE-014,EUR,4755083.0,2026-01-19,2032-05-17,0.0608,1.0,"[0.987013, 0.961039, 0.922078, 0.844156, 0.688312, 0.532468, 0.220779, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-8DB36783EA9C,commercial_loan,DE,SLR-ES-014,GBP,3586485.0,2021-05-04,2035-06-20,0.03262,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-FBF3058280CA,annuite,FR,SLR-US-005,EUR,4236314.0,2023-01-23,2025-02-11,0.02712,1.0,"[0.96, 0.88, 0.76, 0.52, 0.04, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-881B8E8D0CCF,mortgage,US,SLR-DE-015,GBP,1227848.0,2024-03-08,2053-09-02,0.03182,1.0,"[0.997214, 0.991643, 0.983287, 0.966574, 0.933148, 0.899721, 0.832869, 0.766017, 0.665738, 0.498607, 0.331476, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-28A26F1E7BAE,mortgage,FR,SLR-ES-011,GBP,9165737.0,2024-07-14,2035-02-17,0.05987,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-A14D5B50ADF4,mortgage,FR,SLR-FR-012,EUR,5778873.0,2025-01-01,2038-09-20,0.06497,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-BCBAAD16A784,revolver,ES,SLR-US-005,GBP,4886342.0,2022-06-04,2026-10-11,0.0655,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-63989437ED18,pam,FR,SLR-ES-008,EUR,5138383.0,2022-04-20,2043-08-28,0.05901,1.0,"[0.996154, 0.988462, 0.976923, 0.953846, 0.907692, 0.861538, 0.769231, 0.676923, 0.538462, 0.307692, 0.076923, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-7635862AC7C1,annuite,ES,SLR-FR-014,USD,8062291.0,2023-08-06,2038-10-16,0.06932,1.0,"[0.994595, 0.983784, 0.967568, 0.935135, 0.87027, 0.805405, 0.675676, 0.545946, 0.351351, 0.027027, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-19E82B40A7FD,revolver,US,SLR-US-005,EUR,1292825.0,2022-02-10,2026-11-16,0.06773,1.0,"[0.982759, 0.948276, 0.896552, 0.793103, 0.586207, 0.37931, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-B5A801F077BB,annuite,ES,SLR-FR-011,EUR,8573292.0,2025-09-06,2029-06-17,0.05929,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-B6D8FD4DBEEB,mortgage,ES,SLR-US-005,EUR,8191277.0,2024-11-21,2044-11-06,0.05081,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-6655E8CF7DC7,demand_deposit,ES,,EUR,49798717.0,2024-05-16,,0.03924,1.0,"[0.0, 0.0]",[0.029]
CNT-59DB7CEFDBA7,mortgage,DE,SLR-FR-002,USD,1315896.0,2023-04-17,2043-07-31,0.07382,1.0,"[0.995951, 0.987854, 0.975709, 0.951417, 0.902834, 0.854251, 0.757085, 0.659919, 0.51417, 0.271255, 0.02834, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-30ED3A6A9464,certificate_of_deposit,FR,,EUR,12553027.0,2024-08-12,2025-11-05,0.00401,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-B3BF21CF9773,pam,DE,SLR-ES-001,EUR,8088508.0,2022-05-28,2037-04-09,0.06441,1.0,"[0.994475, 0.983425, 0.966851, 0.933702, 0.867403, 0.801105, 0.668508, 0.535912, 0.337017, 0.005525, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-C5DAC39E6B9C,pam,FR,SLR-DE-015,GBP,2800745.0,2024-09-28,2049-10-17,0.03587,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-B1C82CC3508C,pam,ES,SLR-ES-013,USD,3061509.0,2022-09-11,2048-02-27,0.07282,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-43A2F41C17A8,pam,US,SLR-DE-013,GBP,2986650.0,2023-07-10,2030-10-01,0.06606,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042]"
CNT-E16DF74BE893,annuite,DE,SLR-US-015,USD,8898846.0,2023-10-14,2043-02-01,0.06565,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-8DBF04B7F1D3,revolver,US,SLR-US-013,EUR,6865954.0,2024-09-29,2028-11-07,0.06754,1.0,"[0.98, 0.94, 0.88, 0.76, 0.52, 0.28, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-759E9C7C8DFA,pam,ES,SLR-FR-009,GBP,7116183.0,2023-01-09,2034-12-07,0.06855,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-8663BC55AE5A,term_deposit,DE,,GBP,46939996.0,2025-07-10,2027-08-29,0.0297,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-85E870C0ED47,bullet,FR,SLR-US-006,GBP,98762.0,2021-09-05,2022-09-30,0.04556,1.0,"[0.923077, 0.769231, 0.538462, 0.076923, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-79F1E4D425EB,annuite,FR,SLR-DE-008,USD,974069.0,2021-11-07,2037-10-14,0.07945,1.0,"[0.994845, 0.984536, 0.969072, 0.938144, 0.876289, 0.814433, 0.690722, 0.56701, 0.381443, 0.072165, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-748D87D58A0B,pam,ES,SLR-FR-011,EUR,4639452.0,2021-10-26,2029-05-17,0.02347,1.0,"[0.98913, 0.967391, 0.934783, 0.869565, 0.73913, 0.608696, 0.347826, 0.086957, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028]"
CNT-836090C738F3,bullet,FR,SLR-ES-009,GBP,4649031.0,2024-12-02,2026-12-22,0.06963,1.0,"[0.96, 0.88, 0.76, 0.52, 0.04, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-F438F80C188E,annuite,DE,SLR-ES-015,EUR,9655118.0,2024-10-14,2044-03-03,0.06076,1.0,"[0.995763, 0.987288, 0.974576, 0.949153, 0.898305, 0.847458, 0.745763, 0.644068, 0.491525, 0.237288, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029]"
CNT-3A0A1E455475,pam,US,SLR-FR-008,GBP,5307082.0,2023-11-17,2053-04-13,0.05805,1.0,"[0.997207, 0.99162, 0.98324, 0.96648, 0.932961, 0.899441, 0.832402, 0.765363, 0.664804, 0.497207, 0.329609, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-0A815BA27C36,certificate_of_deposit,FR,,USD,33497278.0,2024-09-05,2026-07-27,0.00952,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-B970387D70F1,revolver,US,SLR-DE-005,EUR,5983148.0,2025-04-25,2027-04-15,0.0534,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029]"
CNT-479C601C4991,mortgage,FR,SLR-FR-011,USD,8585399.0,2024-08-14,2050-03-01,0.06774,1.0,"[0.996785, 0.990354, 0.980707, 0.961415, 0.92283, 0.884244, 0.807074, 0.729904, 0.614148, 0.421222, 0.228296, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046, 0.0465]"
CNT-1A586C7B7758,savings,US,,USD,803225.0,2023-08-11,2024-04-07,0.02823,1.0,"[1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-FE36C24361E7,pam,ES,SLR-ES-001,USD,3988534.0,2024-09-05,2033-06-20,0.07323,1.0,"[0.990654, 0.971963, 0.943925, 0.88785, 0.775701, 0.663551, 0.439252, 0.214953, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445]"
CNT-261AFFD0B523,term_deposit,ES,,USD,15834617.0,2024-11-27,2025-11-22,0.02328,1.0,"[1.0, 1.0, 1.0, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-53D26B31515D,pam,FR,SLR-ES-002,GBP,2972978.0,2023-10-29,2044-09-08,0.06223,1.0,"[0.996063, 0.988189, 0.976378, 0.952756, 0.905512, 0.858268, 0.76378, 0.669291, 0.527559, 0.291339, 0.055118, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-03BD8F384991,annuite,ES,SLR-FR-009,GBP,4368202.0,2024-03-01,2034-08-06,0.05978,1.0,"[0.992126, 0.976378, 0.952756, 0.905512, 0.811024, 0.716535, 0.527559, 0.338583, 0.055118, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425]"
CNT-ECCE58E9B87F,mortgage,DE,SLR-DE-005,EUR,8573838.0,2023-06-16,2043-04-02,0.0565,1.0,"[0.995851, 0.987552, 0.975104, 0.950207, 0.900415, 0.850622, 0.751037, 0.651452, 0.502075, 0.253112, 0.004149, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285, 0.029, 0.0295]"
CNT-408F14FD01C6,annuite,FR,SLR-FR-007,GBP,1337277.0,2025-04-13,2044-02-03,0.06907,1.0,"[0.995633, 0.9869, 0.973799, 0.947598, 0.895197, 0.842795, 0.737991, 0.633188, 0.475983, 0.213974, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-35D2D8484435,term_deposit,FR,,GBP,12350393.0,2023-08-31,2026-10-14,0.02132,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-5A19B846D345,annuite,DE,SLR-US-005,GBP,1738209.0,2025-08-27,2030-12-29,0.03668,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415]"
CNT-7C0F1CEA205E,revolver,FR,SLR-US-009,USD,7444998.0,2022-09-04,2024-11-22,0.0695,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-8B70A21DD8B8,term_deposit,DE,,GBP,35138792.0,2025-03-13,2027-07-31,0.00627,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-7DF7E325C249,annuite,ES,SLR-FR-012,GBP,5175171.0,2024-02-20,2042-01-16,0.03358,1.0,"[0.995413, 0.986239, 0.972477, 0.944954, 0.889908, 0.834862, 0.724771, 0.614679, 0.449541, 0.174312, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043]"
CNT-98F70D4B2F97,revolver,US,SLR-US-015,USD,4924425.0,2022-11-04,2023-10-30,0.07649,1.0,"[1.0, 1.0, 1.0, 0.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495]"
CNT-4BEC0790A915,annuite,ES,SLR-DE-004,USD,4029180.0,2023-04-17,2029-10-12,0.04317,1.0,"[0.987342, 0.962025, 0.924051, 0.848101, 0.696203, 0.544304, 0.240506, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044]"
CNT-61935C129D9B,mortgage,US,SLR-ES-005,USD,2562641.0,2025-11-29,2038-09-22,0.06981,1.0,"[0.99359, 0.980769, 0.961538, 0.923077, 0.846154, 0.769231, 0.615385, 0.461538, 0.230769, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-2AA1B9959B76,mortgage,US,SLR-FR-015,USD,8371693.0,2024-02-09,2042-02-04,0.07679,1.0,"[0.995434, 0.986301, 0.972603, 0.945205, 0.890411, 0.835616, 0.726027, 0.616438, 0.452055, 0.178082, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045, 0.046]"
CNT-310AC8B2F2CB,bullet,DE,SLR-DE-005,USD,4186895.0,2024-01-12,2024-11-07,0.07898,1.0,"[0.9, 0.7, 0.4, 0.0]","[0.0532, 0.0528, 0.052]"
CNT-FE2519597A76,annuite,ES,SLR-US-008,USD,9230421.0,2023-04-09,2037-06-24,0.06913,1.0,"[0.99422, 0.982659, 0.965318, 0.930636, 0.861272, 0.791908, 0.653179, 0.514451, 0.306358, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455, 0.044, 0.0445, 0.045]"
CNT-782E75BD2D1E,annuite,DE,SLR-US-003,EUR,4088362.0,2026-02-20,2039-05-13,0.05239,1.0,"[0.993789, 0.981366, 0.962733, 0.925466, 0.850932, 0.776398, 0.627329, 0.478261, 0.254658, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275, 0.028, 0.0285]"
CNT-51859A816930,pam,ES,SLR-US-015,GBP,2121034.0,2023-06-15,2046-12-11,0.06166,1.0,"[0.996503, 0.98951, 0.979021, 0.958042, 0.916084, 0.874126, 0.79021, 0.706294, 0.58042, 0.370629, 0.160839, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425, 0.0415, 0.042, 0.0425, 0.043, 0.0435]"
CNT-27781C768250,certificate_of_deposit,FR,,GBP,36491757.0,2023-06-11,2025-10-28,0.0228,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-5CB7D0B9E82C,revolver,ES,SLR-DE-008,GBP,7549415.0,2024-07-13,2025-11-05,0.05125,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465]"
CNT-21DEAC7A7AB3,annuite,FR,SLR-ES-006,EUR,8357489.0,2021-11-23,2026-10-28,0.06048,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-963AAEE89475,pam,DE,SLR-ES-007,EUR,1666810.0,2026-01-04,2031-06-07,0.03941,1.0,"[0.984848, 0.954545, 0.909091, 0.818182, 0.636364, 0.454545, 0.090909, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028, 0.0275]"
CNT-35941D255624,revolver,DE,SLR-DE-012,EUR,9372020.0,2022-01-08,2026-04-17,0.05121,1.0,"[0.980769, 0.942308, 0.884615, 0.769231, 0.538462, 0.307692, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-A741C3407826,demand_deposit,FR,,EUR,35322148.0,2024-01-11,,0.02928,1.0,"[0.0, 0.0]",[0.029]
CNT-C9C1283126DA,revolver,DE,SLR-ES-014,GBP,9683133.0,2024-03-07,2029-01-10,0.06106,1.0,"[0.983051, 0.949153, 0.898305, 0.79661, 0.59322, 0.389831, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-D8FCCDA6855D,term_deposit,FR,,USD,37802001.0,2023-10-11,2025-12-29,0.0308,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-18AB1AABACBB,revolver,US,SLR-DE-002,USD,6672074.0,2026-03-10,2029-06-22,0.07171,1.0,"[0.975, 0.925, 0.85, 0.7, 0.4, 0.1, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047, 0.0455]"
CNT-CA23715FC6C5,demand_deposit,US,,GBP,2542440.0,2023-04-28,,0.03307,1.0,"[0.0, 0.0]",[0.0492]
