position_ref,product_type,branch,seller,currency,outstanding,origination_date,maturity_date,client_rate,risk_weight,profiles_json,rates_json
CNT-6B2B10158552,savings,US,,EUR,762418.0,2026-03-10,2029-06-22,0.00518,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305, 0.029, 0.028]"
CNT-C19950870A0A,term_deposit,US,,USD,24709401.0,2025-04-18,2027-05-08,0.02942,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-0FFC9CDB754D,term_deposit,US,,EUR,8068198.0,2026-01-24,2027-07-18,0.01728,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-FFA95A3D2E68,term_deposit,ES,,GBP,12631151.0,2024-09-09,2027-03-28,0.00891,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044]"
CNT-D8D86FC01406,demand_deposit,FR,,USD,5165346.0,2023-10-19,,0.02444,1.0,"[0.0, 0.0]",[0.0532]
CNT-6B2001B8394F,demand_deposit,ES,,USD,42612854.0,2023-10-12,,0.02035,1.0,"[0.0, 0.0]",[0.0532]
CNT-EA877589B968,savings,DE,,GBP,43641959.0,2023-12-26,2024-03-25,0.01541,1.0,"[1.0, 0.0, 0.0]","[0.0492, 0.0488]"
CNT-63FE08802669,term_deposit,DE,,GBP,25920319.0,2024-06-17,2027-08-31,0.01376,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-4F6A178C8F9B,term_deposit,FR,,USD,31101490.0,2023-08-01,2025-09-19,0.01919,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0532, 0.0528, 0.052, 0.0495, 0.047]"
CNT-3FD051A8107E,demand_deposit,DE,,GBP,28148178.0,2024-02-26,,0.02215,1.0,"[0.0, 0.0]",[0.0492]
CNT-DE0036E020E3,certificate_of_deposit,DE,,EUR,28010845.0,2023-11-27,2025-06-19,0.01397,1.0,"[1.0, 1.0, 1.0, 1.0, 0.0]","[0.029, 0.0298, 0.03, 0.0305]"
CNT-B0CB4F7E4965,demand_deposit,DE,,GBP,7419924.0,2024-07-26,,0.01889,1.0,"[0.0, 0.0]",[0.0492]
CNT-2985E038CE78,term_deposit,DE,,GBP,12990138.0,2024-04-11,2028-05-20,0.0226,1.0,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0]","[0.0492, 0.0488, 0.048, 0.0465, 0.044, 0.0425]"
CNT-64D119C300DF,demand_deposit,FR,,EUR,49537984.0,2023-09-19,,0.02756,1.0,"[0.0, 0.0]",[0.029]
